# id ra dec s L A b x y a flux x_0 y_0
0.000000000000000000e+00 1.443770189246458244e+02 3.081401365230919254e+01 2.063096214151030061e+00 5.889668239514767123e+01 9.022470728691122588e+01 2.176063128396788784e+02 5.192954341137915435e+02 2.332607448979289074e+03 -6.959999999999999432e+01 9.128581250000000000e+05 8.497342640751369345e+02 4.405429551409029045e+03
1.000000000000000000e+00 1.443641821689386120e+02 3.081611296268784983e+01 4.682092773428602861e+00 5.980728441031130416e+01 9.110504305794732716e+01 2.185687114335837578e+02 4.834182321955748307e+02 2.119884763949567514e+03 -6.959999999999999432e+01 7.365513125000000000e+05 6.374840952854560783e+02 4.364971702529948743e+03
2.000000000000000000e+00 1.444106336442377199e+02 3.083784847983455180e+01 5.119840369649756084e+00 6.188136975220552927e+01 8.992818543359773287e+01 2.223029414611936261e+02 1.144011255301333449e+03 2.693975164365701403e+03 -6.959999999999999432e+01 7.188630000000000000e+05 1.405484852755592556e+03 3.946513270981793994e+03
3.000000000000000000e+00 1.444469100846561389e+02 3.080568161427890317e+01 1.681648334472133799e+00 5.780723335694831633e+01 9.041715752949943408e+01 2.172797469166985422e+02 7.721805371265135136e+02 3.471235689792400990e+03 -6.959999999999999432e+01 1.364332750000000000e+06 2.005486220706164431e+03 4.565634311684487329e+03
4.000000000000000000e+00 1.443455171360847089e+02 3.081248708843044071e+01 4.762164505221519128e+00 6.095105575274494214e+01 9.043885252964940946e+01 2.193488574425755075e+02 3.098607092720724268e+02 1.854407105439359839e+03 -6.959999999999999432e+01 6.972838125000000000e+05 3.288302622417681960e+02 4.434682100681249722e+03
5.000000000000000000e+00 1.443450504191840480e+02 3.082130283758410982e+01 4.670650612191720619e+00 6.234569978554040404e+01 9.074510775287848219e+01 2.194074454946176616e+02 4.667983116805714303e+02 1.788408874415347782e+03 -6.959999999999999432e+01 7.177425625000000000e+05 3.211821800770687787e+02 4.264945530599481572e+03
6.000000000000000000e+00 1.443725366826377297e+02 3.085440594958571836e+01 5.088738666955574530e+00 6.173680539340332984e+01 9.059516246823258712e+01 2.207323217381952531e+02 1.222886323060077757e+03 1.991672448053896460e+03 -6.959999999999999432e+01 7.217295000000000000e+05 7.757471534950175283e+02 3.627726207419606908e+03
7.000000000000000000e+00 1.443876077629210783e+02 3.086596689296920459e+01 4.944454499677213732e+00 6.072448187199381664e+01 9.057439990039156896e+01 2.200695781258570207e+02 1.518840102800845671e+03 2.147565127604807458e+03 -6.959999999999999432e+01 7.203011250000000000e+05 1.024855210773975159e+03 3.405161323388502751e+03
8.000000000000000000e+00 1.444449881519618941e+02 3.085385157294203395e+01 4.965597166397409445e+00 6.035118327474015132e+01 9.028711239574360548e+01 2.200078725743833843e+02 1.630849854224741648e+03 3.117788464487903639e+03 -6.959999999999999432e+01 1.174350000000000000e+06 1.973260599887426679e+03 3.638210819349090343e+03
9.000000000000000000e+00 1.443912673222756951e+02 3.087267107283705059e+01 2.121436076507276614e+00 5.900569504560420597e+01 8.994071366692264746e+01 2.187889346147048855e+02 1.660174607510726673e+03 2.159277591884418143e+03 -6.959999999999999432e+01 8.678421250000000000e+05 1.085334544668840635e+03 3.276082557506146713e+03
1.000000000000000000e+01 1.443561331417382974e+02 3.086535445582392256e+01 3.938002131851768617e+00 5.977258716140816830e+01 9.011461689191163771e+01 2.173885839629170960e+02 1.326100543112595460e+03 1.664088998360409278e+03 -6.959999999999999432e+01 6.528213750000000000e+05 5.046879455692901502e+02 3.416863285008480943e+03
1.100000000000000000e+01 1.443879045718453256e+02 3.087811300425963879e+01 4.803505444692266479e+00 6.035220532979116115e+01 9.003529568699219965e+01 2.181010520519841123e+02 1.739913546902434518e+03 2.071577782793583083e+03 -6.959999999999999432e+01 7.126941875000000000e+05 1.029767076084290011e+03 3.171304830615007631e+03
1.200000000000000000e+01 1.444200696853775412e+02 3.087932913219972164e+01 1.732608364758873254e+00 5.802915765764463174e+01 9.027538791086553260e+01 2.177167313564603148e+02 1.946332710683703226e+03 2.560973835722839794e+03 -6.959999999999999432e+01 1.107592500000000000e+06 1.561269319370180938e+03 3.147828669724272004e+03
1.300000000000000000e+01 1.443514845310634769e+02 3.088010966891835807e+01 3.637630496292977522e+00 5.949113962914132969e+01 8.971405426928122040e+01 2.187436739402235446e+02 1.566089626015336989e+03 1.493813638343834782e+03 -6.959999999999999432e+01 7.321843125000000000e+05 4.279623048556276217e+02 3.132746244769466102e+03
1.400000000000000000e+01 1.443523378668166686e+02 3.088249801811366879e+01 4.186054604041820504e+00 6.122920714023763367e+01 8.971330426983581674e+01 2.164591645576945211e+02 1.613659300049139347e+03 1.490396388889652599e+03 -6.959999999999999432e+01 7.388346250000000000e+05 4.420786707380747202e+02 3.086766732072116611e+03
1.500000000000000000e+01 1.443785017281394687e+02 3.089301474118133939e+01 1.423205362564014642e+00 5.722781671765976341e+01 9.054729886445183240e+01 2.162689762398123889e+02 1.953198161458943332e+03 1.825250302537994230e+03 -6.959999999999999432e+01 4.024299000000000000e+06 8.744231174452858113e+02 2.884380596873596915e+03
1.600000000000000000e+01 1.444023800536542410e+02 3.089503104242504961e+01 5.038589429371944206e+00 6.021026719305287145e+01 9.059526039245437801e+01 2.198841669494236726e+02 2.127764825809305421e+03 2.181776088683108810e+03 -6.959999999999999432e+01 7.214720000000000000e+05 1.268932761306305792e+03 2.845561717562543436e+03
1.700000000000000000e+01 1.444373113443639340e+02 3.090339533420574725e+01 5.105565593048319251e+00 6.124373457181908265e+01 9.011925277830033565e+01 2.200698841592852943e+02 2.479950047605534564e+03 2.665946356357866534e+03 -6.959999999999999432e+01 7.681735000000000000e+05 1.845983530839464947e+03 2.684369291287671331e+03
1.800000000000000000e+01 1.443386435485283812e+02 3.090385725807326978e+01 4.690714331784915814e+00 6.097113374583126699e+01 8.995343923295716593e+01 2.181007026204536032e+02 1.920131678766356345e+03 1.135401841814845284e+03 -6.959999999999999432e+01 6.857528750000000000e+05 2.159902627876575707e+02 2.675429605603558684e+03
1.900000000000000000e+01 1.444360850903919982e+02 3.091722835843681949e+01 4.493980360231417670e+00 6.037497894855535918e+01 9.010464349300451659e+01 2.174529466937967470e+02 2.723237739884898474e+03 2.554111075982632428e+03 -6.959999999999999432e+01 6.637758750000000000e+05 1.825619525309165965e+03 2.418039536061288345e+03
2.000000000000000000e+01 1.443625946312522217e+02 3.092442350343853619e+01 2.208316715317590440e+00 5.933277247524496545e+01 9.014870164245068906e+01 2.180123864783987244e+02 2.429361616795624741e+03 1.368203507076842925e+03 -6.959999999999999432e+01 9.174085000000000000e+05 6.117618218068307669e+02 2.279594944440299514e+03
2.100000000000000000e+01 1.443394244180807675e+02 3.092075906769068183e+01 1.421775226149955884e+00 5.721592730598329979e+01 9.010313856347816852e+01 2.179134794319518278e+02 2.229814620154399563e+03 1.034724473742802275e+03 -6.959999999999999432e+01 6.052019000000000000e+06 2.290394214787800138e+02 2.350011709961572251e+03
2.200000000000000000e+01 1.443679171450596357e+02 3.094417269665334302e+01 5.060824663555164804e+00 6.136301327544848050e+01 8.992269745724843233e+01 2.180393587060877678e+02 2.816018086837183546e+03 1.318822538065855724e+03 -6.959999999999999432e+01 7.881808750000000000e+05 6.997491795357544788e+02 1.899366606136542259e+03
2.300000000000000000e+01 1.443991675677438025e+02 3.094687336623653451e+01 2.451646328132001340e+00 6.007126084649586772e+01 9.032679415236607667e+01 2.173061340594717024e+02 3.044894808551779988e+03 1.783895514000029152e+03 -6.959999999999999432e+01 8.793486875000000000e+05 1.215786491130673994e+03 1.847403174957542660e+03
2.400000000000000000e+01 1.443657355251998524e+02 3.094518575297919938e+01 5.077845363708516579e+00 6.144003098249111616e+01 8.997622273498275547e+01 2.189349712821265825e+02 2.822036083726806737e+03 1.278120604978990741e+03 -6.959999999999999432e+01 7.996133750000000000e+05 6.637282842468875970e+02 1.879853430678039786e+03
2.500000000000000000e+01 1.443643344053320732e+02 3.094620966195792988e+01 5.466098759269985230e+00 6.376527581933984123e+01 9.006818910324084015e+01 2.175084381391317834e+02 2.833044543057658302e+03 1.249270236960782995e+03 -6.959999999999999432e+01 8.961881250000000000e+05 6.405963902082844470e+02 1.860133731899303029e+03
2.600000000000000000e+01 1.444465617242374833e+02 3.094500443982392568e+01 4.496494474512260808e+00 6.034101613513730911e+01 9.007970556888288627e+01 2.179190222484918991e+02 3.284712968075111803e+03 2.529754067594315984e+03 -6.959999999999999432e+01 6.601887500000000000e+05 1.998406423398005245e+03 1.883164399351193879e+03
2.700000000000000000e+01 1.443732390871284395e+02 3.095230063366426876e+01 4.919612634526767891e+00 5.950824644976692923e+01 9.099396168122555650e+01 2.179599905407580707e+02 2.993596055727333351e+03 1.346143012683717870e+03 -6.959999999999999432e+01 1.387792250000000000e+06 7.876557079339049778e+02 1.742887901420440812e+03
2.800000000000000000e+01 1.444456016731736838e+02 3.095440792848683387e+01 5.116457986072915354e+00 6.183784382787629141e+01 9.002786123174898592e+01 1.746704544156890506e+02 3.447998722914593145e+03 2.451987193028051479e+03 -6.959999999999999432e+01 7.017941250000000000e+05 1.982465654289292843e+03 1.702117802245078565e+03
2.900000000000000000e+01 1.443714830484273079e+02 3.095846922306258975e+01 5.068773700687654760e+00 6.154944156258824961e+01 9.000995929998023826e+01 2.176936211003970243e+02 3.093982991359681819e+03 1.277943201031113176e+03 -6.959999999999999432e+01 7.829265000000000000e+05 7.586812057899317097e+02 1.624113084180583201e+03
3.000000000000000000e+01 1.443702578827074774e+02 3.095963887593964969e+01 5.088946862536634974e+00 6.132973466734632240e+01 9.015695058893045655e+01 2.176327476931944886e+02 3.108958329969264469e+03 1.250806280978403947e+03 -6.959999999999999432e+01 1.038234562500000000e+06 7.384570918713844776e+02 1.601588905274597437e+03
3.100000000000000000e+01 1.444170537280918438e+02 3.096237995991619130e+01 3.177846823896303352e+00 6.144879016931857052e+01 9.013352125496136580e+01 2.182614096892648945e+02 3.427515291492557481e+03 1.956764523792585123e+03 -6.959999999999999432e+01 8.254653125000000000e+05 1.511065342689940508e+03 1.548794444775880493e+03
3.200000000000000000e+01 1.443750406315014345e+02 3.096684635516749395e+01 3.674289958464584949e+00 5.924814198158355794e+01 8.973951139639022756e+01 2.181488164188183134e+02 3.266899516857619346e+03 1.276291064025184369e+03 -6.959999999999999432e+01 7.826257500000000000e+05 8.174422120305395083e+02 1.462829020535450127e+03
3.300000000000000000e+01 1.443824409114322975e+02 3.096760686811337493e+01 4.530526727493538353e+00 6.132862714971661688e+01 9.002709859277300097e+01 2.165219655844110491e+02 3.322655905314440588e+03 1.385832848050656594e+03 -6.959999999999999432e+01 7.158148750000000000e+05 9.396161699996544030e+02 1.448199653370137412e+03
3.400000000000000000e+01 1.444164522597801579e+02 3.098835941669437233e+01 4.738470273344588257e+00 6.050229815425273472e+01 9.004845808592361323e+01 2.176920843511061889e+02 3.893064529640607361e+03 1.772763050343916802e+03 -6.959999999999999432e+01 7.381235000000000000e+05 1.501022724970188847e+03 1.048586035939747944e+03
3.500000000000000000e+01 1.443635372788713767e+02 3.098910889264219648e+01 4.728450714329897053e+00 6.019222942930193909e+01 8.998062590113568149e+01 2.178150385645836309e+02 3.602100741598273089e+03 9.488271946821904521e+02 -6.959999999999999432e+01 7.103220000000000000e+05 6.276357134554680215e+02 1.034146678569755750e+03
3.600000000000000000e+01 1.444416647824860149e+02 3.099851406528793163e+01 4.746119309068562053e+00 6.079652960398001227e+01 9.006567059696700994e+01 2.175118118778767382e+02 4.221972620514230584e+03 2.094863794381421485e+03 -6.959999999999999432e+01 7.075590625000000000e+05 1.917081572218909059e+03 8.529247065910698211e+02
