5.736257847919999767e+04 5.755790330386265850e+03 7.051947980706422925e+01
5.736257848495087819e+04 5.844078023426649452e+03 7.083325497128691950e+01
5.736257849070175871e+04 5.883402683502265063e+03 7.103764470745187509e+01
5.736257849645263923e+04 5.901565909712866414e+03 7.115147781560226292e+01
5.736257850220351975e+04 5.937323679900143361e+03 7.125116700276051063e+01
5.736257850795440027e+04 6.091287631511140717e+03 7.189559684336060741e+01
5.736257851370528078e+04 6.129431939157428133e+03 7.216649373348808183e+01
5.736257851945616130e+04 6.575775849567811747e+03 7.409829711892389525e+01
5.736257852520703455e+04 6.873704921944558009e+03 7.534750754830959352e+01
5.736257853095791506e+04 7.397156576733658767e+03 7.736145589860814198e+01
5.736257853670879558e+04 7.830072918882468912e+03 7.912737262649629599e+01
5.736257854245967610e+04 8.050231222743253056e+03 7.997594224433062493e+01
5.736257854821055662e+04 8.152843273217851674e+03 8.035792641740763997e+01
5.736257855396143714e+04 8.265000255606686551e+03 8.085472729111403112e+01
5.736257855971231766e+04 8.169532080461204714e+03 8.057030699717201117e+01
5.736257856546319817e+04 7.995239381514118577e+03 7.985921665428085703e+01
5.736257857121407869e+04 7.868480674593876756e+03 7.934668525171841225e+01
5.736257857696495921e+04 7.881967226564335760e+03 7.935967720389908209e+01
5.736257858271583973e+04 8.052154833671228516e+03 8.007073238683561556e+01
5.736257858846672025e+04 8.133565308609851854e+03 8.042259794115925331e+01
5.736257859421760077e+04 8.392960487548876699e+03 8.127234776308425523e+01
5.736257859996848129e+04 8.294521571946454060e+03 8.090720054806720896e+01
5.736257860571936180e+04 8.191855907085676336e+03 8.057679556614212402e+01
5.736257861147023505e+04 8.086551468515759552e+03 8.020849231141028213e+01
5.736257861722111556e+04 7.937661624145443056e+03 7.961308232404545038e+01
5.736257862297199608e+04 7.994267765315688848e+03 7.984746804972564860e+01
5.736257862872287660e+04 8.061452831534612415e+03 8.010605490346699753e+01
5.736257863447375712e+04 8.214103150119712154e+03 8.061596097372563463e+01
5.736257864022463764e+04 8.250297316597649115e+03 8.079801247965920652e+01
5.736257864597551816e+04 8.135864507991318533e+03 8.039635880997731476e+01
5.736257865172639868e+04 8.187662010970604570e+03 8.059179853077307598e+01
5.736257865747727919e+04 8.328573866442255166e+03 8.119066006735775431e+01
5.736257866322815971e+04 8.500066691079624434e+03 8.185477691081514706e+01
5.736257866897904023e+04 8.512281772265125255e+03 8.187493653331272014e+01
5.736257867472992075e+04 8.556162089454413945e+03 8.194301656477668416e+01
5.736257868048080127e+04 8.608114390040072976e+03 8.217883355814403501e+01
5.736257868623168179e+04 8.476091362768886029e+03 8.170432202163570423e+01
5.736257869198256230e+04 8.276418077188516691e+03 8.092673405144708454e+01
5.736257869773343555e+04 8.024435717155405655e+03 8.000230969178619489e+01
5.736257870348431607e+04 8.048324310938375675e+03 8.010830675353362551e+01
5.736257870923519658e+04 8.064325603686851537e+03 8.010460031518053370e+01
5.736257871498607710e+04 8.027278454255738325e+03 8.003791567686162978e+01
5.736257872073695762e+04 7.845250214798849811e+03 7.927609465626125029e+01
5.736257872648783814e+04 7.802532544735246120e+03 7.905888833265242965e+01
5.736257873223871866e+04 7.681369058853416391e+03 7.864997543140231073e+01
5.736257873798959918e+04 7.743956650559976879e+03 7.888871681091841026e+01
5.736257874374047969e+04 7.899451579646437494e+03 7.944557470639007590e+01
5.736257874949136021e+04 7.886600990989194543e+03 7.944566041984118954e+01
5.736257875524224073e+04 7.952669426970876884e+03 7.966822387347993129e+01
5.736257876099312125e+04 7.869987128975153610e+03 7.929462671843367616e+01
5.736257876674400177e+04 8.036604917185855811e+03 8.005191058363148215e+01
5.736257877249488229e+04 8.044146863622946512e+03 8.008778018715221947e+01
5.736257877824576281e+04 8.050788578158199016e+03 8.004967497008446742e+01
5.736257878399663605e+04 8.074703672939956959e+03 8.017231889831521130e+01
5.736257878974751657e+04 8.178084843086729961e+03 8.053010268727250320e+01
5.736257879549839708e+04 8.356898293420726986e+03 8.122042251548646163e+01
5.736257880124927760e+04 8.338502404113862212e+03 8.127643158576333349e+01
5.736257880700015812e+04 8.143122799804625174e+03 8.036800770500188662e+01
5.736257881275103864e+04 8.161608386281783169e+03 8.049857897419958874e+01
5.736257881850191916e+04 8.050026629081271494e+03 8.011140011916192805e+01
5.736257882425279968e+04 8.074695667720552592e+03 8.019840371957816672e+01
5.736257883000368020e+04 8.120608034822338595e+03 8.036380538687505748e+01
5.736257883575456071e+04 8.176035530052174181e+03 8.053843897215060110e+01
