# jd flux flux_err
2.457459884506599978e+06 1.105677115531321033e+04 1.092574581071598203e+02
2.457459884517138358e+06 1.098974494401008451e+04 1.089860176598838279e+02
2.457459884527676739e+06 1.108367961684558941e+04 1.092953371193770806e+02
2.457459884538215119e+06 1.097352466382336206e+04 1.089789337298218328e+02
2.457459884548753500e+06 1.115406029587892044e+04 1.094928079066819180e+02
2.457459884559291881e+06 1.120602216325021436e+04 1.097406345241198409e+02
2.457459884569830261e+06 1.117412699586350936e+04 1.094763023601606307e+02
2.457459884580368642e+06 1.099585423155672470e+04 1.089980531171832325e+02
2.457459884590907022e+06 1.104757609949128528e+04 1.089191237956350307e+02
2.457459884601445403e+06 1.114982066577204751e+04 1.093680026615244572e+02
2.457459884611983784e+06 1.103221673560823547e+04 1.091461053928988179e+02
2.457459884622522164e+06 1.116623145544127692e+04 1.094924175275188531e+02
2.457459884633060545e+06 1.122621574397609220e+04 1.095987401664691703e+02
2.457459884643598925e+06 1.103243581862273822e+04 1.091023755863826921e+02
2.457459884654137306e+06 1.119777725530846146e+04 1.095371519208935638e+02
2.457459884664675687e+06 1.129321689495121791e+04 1.096631081812233930e+02
2.457459884675214067e+06 1.128433264762323961e+04 1.097908948297560130e+02
2.457459884685751982e+06 1.116954196748316099e+04 1.094176425785606455e+02
2.457459884696290363e+06 1.120829150798246337e+04 1.096770492139558257e+02
2.457459884706828743e+06 1.117634508576360167e+04 1.094934747146920131e+02
2.457459884717367124e+06 1.113198733359154721e+04 1.093711217750577873e+02
2.457459884727905504e+06 1.113448049221914152e+04 1.093634607785439670e+02
2.457459884738443885e+06 1.118615093239115959e+04 1.095072648543518454e+02
2.457459884748982266e+06 1.120054531763847626e+04 1.096618287627862145e+02
2.457459884759520646e+06 1.119094281266800863e+04 1.095542825832905294e+02
2.457459884770059027e+06 1.127325362634981502e+04 1.096357189717936365e+02
2.457459884780597407e+06 1.110419257328296953e+04 1.094340687452127696e+02
2.457459884791135788e+06 1.128024521551078578e+04 1.097793523202672219e+02
2.457459884801674169e+06 1.116039874408081414e+04 1.094574327079838980e+02
2.457459884812212549e+06 1.133582404927825155e+04 1.099310276068708276e+02
2.457459884822750930e+06 1.103486698072466061e+04 1.091808072383612824e+02
2.457459884833289310e+06 1.113494621124385412e+04 1.094027689704048072e+02
2.457459884843827691e+06 1.108574508383666398e+04 1.092070611353066028e+02
2.457459884854366072e+06 1.118453170184232476e+04 1.095250638268831409e+02
2.457459884864904452e+06 1.129870713871389125e+04 1.098120302585840875e+02
2.457459884875442833e+06 1.124585247903092932e+04 1.096780718274365682e+02
2.457459884885981213e+06 1.103647316935912750e+04 1.091771942217317388e+02
2.457459884896519594e+06 1.111990451279089393e+04 1.092436816649910298e+02
2.457459884907057974e+06 1.127617806936589477e+04 1.098709546467764255e+02
2.457459884917596355e+06 1.113602405263800028e+04 1.095652949278191670e+02
2.457459884928134736e+06 1.110260512264219142e+04 1.093036017963344051e+02
2.457459884938673116e+06 1.103154146672619390e+04 1.092419773237806737e+02
2.457459884949211497e+06 1.136053649695451168e+04 1.099568812009909493e+02
2.457459884959749877e+06 1.113622720654207660e+04 1.094903287345678535e+02
2.457459884970288258e+06 1.133352048631969592e+04 1.101221934831218192e+02
2.457459884980826639e+06 1.119040482801834150e+04 1.098077388041483147e+02
2.457459884991365019e+06 1.106877836700367334e+04 1.093591585496013181e+02
2.457459885001903400e+06 1.117121623015744808e+04 1.095932318989289911e+02
2.457459885012441780e+06 1.111053366460210600e+04 1.093628756985110471e+02
2.457459885022980161e+06 1.098818079054868576e+04 1.091370315434038076e+02
2.457459885033518076e+06 1.127638621255807811e+04 1.098048811205613475e+02
2.457459885044056457e+06 1.105756779883353556e+04 1.093113055996230827e+02
2.457459885054594837e+06 1.102703642407671214e+04 1.092757592982925843e+02
2.457459885065133218e+06 1.101834052633084502e+04 1.091494605401818347e+02
2.457459885075671598e+06 1.123231177319833114e+04 1.096500025155229991e+02
2.457459885086209979e+06 1.115251400859519708e+04 1.095649052620900363e+02
2.457459885096748360e+06 1.113974150911884135e+04 1.094780392844277515e+02
2.457459885107286740e+06 1.117753885078378880e+04 1.094808920646569845e+02
2.457459885117825121e+06 1.111849563671980286e+04 1.093588060399072646e+02
2.457459885128363501e+06 1.114676152482091675e+04 1.094288786458401717e+02
2.457459885138901882e+06 1.129006091694596580e+04 1.100216536655231891e+02
2.457459885149440262e+06 1.115743747801310928e+04 1.095903164901508262e+02
2.457459885159978643e+06 1.124462556869393666e+04 1.097434949630966372e+02
2.457459885170517024e+06 1.130247048572679341e+04 1.099051773132816550e+02
2.457459885181055404e+06 1.114601947294773527e+04 1.096098927502620199e+02
2.457459885191593785e+06 1.114734444394493039e+04 1.096289493822278160e+02
2.457459885202132165e+06 1.111872480552742127e+04 1.093691199532993750e+02
