# id ra dec s L A b x y a flux
0.000000000000000000e+00 2.014534407582142705e+02 -9.899640477083844203e+00 3.712847964063620498e+00 7.999992487842810363e+01 9.001532523611932390e+01 1.386377097661516586e+02 2.285997314285847096e+03 6.970337886295396856e+02 -1.819999999999999929e+01 4.518652500000000000e+05
1.000000000000000000e+00 2.014884220513820878e+02 -9.938446878185368760e+00 2.871987901536493748e+00 7.999992893130061589e+01 8.890725192712849889e+01 1.337684052427328254e+02 2.682677442316316956e+03 1.614006198994464057e+03 -1.819999999999999929e+01 7.382070000000000000e+05
2.000000000000000000e+00 2.014890869849260469e+02 -9.907232553223021654e+00 4.334328491769973368e+00 7.999992749992632923e+01 9.000701721266149491e+01 1.369679930890055743e+02 2.882005878468611172e+03 1.046942402460734911e+03 -1.819999999999999929e+01 5.470274375000000000e+05
3.000000000000000000e+00 2.014669723706814466e+02 -9.890692045811393385e+00 3.620096863115621399e+00 7.999992547233109974e+01 8.988499815566250106e+01 1.338279532062655903e+02 2.584045129798728340e+03 6.141680467084601105e+02 -1.819999999999999929e+01 4.788275625000000000e+05
4.000000000000000000e+00 2.014895604616341700e+02 -9.951335520106306731e+00 4.211957660830829120e+00 7.999992910461338624e+01 9.018358907231959165e+01 1.341614875648481870e+02 2.625638685474479644e+03 1.856905009463916485e+03 -1.819999999999999929e+01 5.880613125000000000e+05
5.000000000000000000e+00 2.014809770571765739e+02 -9.893247095226582744e+00 3.963358868632706589e+00 7.999992744259124322e+01 9.008446894216662315e+01 1.333123631674479554e+02 2.821056296350044249e+03 7.430031319689724114e+02 -1.819999999999999929e+01 5.337990000000000000e+05
6.000000000000000000e+00 2.014233006570187570e+02 -9.900460785478673031e+00 4.197860558205316117e+00 7.999993047757463671e+01 9.014762300694741270e+01 1.336059299538125913e+02 1.738481681406270354e+03 5.339968317841644421e+02 -1.819999999999999929e+01 5.924680625000000000e+05
7.000000000000000000e+00 2.014185626072900561e+02 -9.906837595692733700e+00 3.927728782910558269e+00 7.999992864524956815e+01 9.005581743881231205e+01 1.334282026366002185e+02 1.615072080680695535e+03 6.219983446850758355e+02 -1.819999999999999929e+01 5.319640625000000000e+05
8.000000000000000000e+00 2.014840345208468477e+02 -9.887631840850962917e+00 2.817470207112858116e+00 7.374521532494551934e+01 8.842202484081933278e+01 1.336435195825819733e+02 2.909016674361879723e+03 6.589480324982264392e+02 -1.819999999999999929e+01 8.971137500000000000e+05
9.000000000000000000e+00 2.014627866349242709e+02 -9.973223815855869034e+00 4.065045685558230204e+00 7.999992627266220779e+01 9.000295487310556553e+01 1.384828822643581248e+02 2.011994690859491129e+03 2.097999679645185552e+03 -1.819999999999999929e+01 5.050325000000000000e+05
1.000000000000000000e+01 2.014812433920282899e+02 -9.884975247968501577e+00 3.574300019603536160e+00 7.999992783319156331e+01 8.978801218106268323e+01 1.338270517113422784e+02 2.875148794634363639e+03 5.940195382319461714e+02 -1.819999999999999929e+01 4.941532812500000000e+05
1.100000000000000000e+01 2.014142595615835205e+02 -9.907528173722301545e+00 4.045760994002220556e+00 7.999992707378874002e+01 9.000564025614450259e+01 1.344241789137222156e+02 1.532991412051580483e+03 6.090090321076346527e+02 -1.819999999999999929e+01 5.028627500000000000e+05
1.200000000000000000e+01 2.014459376357881979e+02 -9.972387515474174791e+00 3.282342200503541640e+00 7.999992659056307787e+01 8.919248713360946113e+01 1.338145872060157160e+02 1.713046061459784141e+03 1.982930655230882394e+03 -1.819999999999999929e+01 6.095990625000000000e+05
1.300000000000000000e+01 2.014411186239200049e+02 -9.974172070674550028e+00 4.369314793009881015e+00 7.999992739500991945e+01 9.000327608667305412e+01 1.361224125877756705e+02 1.616001988542257322e+03 1.987977550988351140e+03 -1.819999999999999929e+01 5.495650000000000000e+05
1.400000000000000000e+01 2.014945331306282128e+02 -9.889770360766474866e+00 3.632474264697481470e+00 7.999992894758906914e+01 8.965954417074118510e+01 1.338246804319719274e+02 3.085190233804274612e+03 7.599522281435495188e+02 -1.819999999999999929e+01 5.125919375000000000e+05
1.500000000000000000e+01 2.015014204929419463e+02 -9.955992567795021841e+00 4.406563177187132752e+00 7.999992814754915571e+01 9.001300241986817241e+01 1.347997514816294995e+02 2.810983583469216228e+03 2.011957152577514535e+03 -1.819999999999999929e+01 5.618458750000000000e+05
1.600000000000000000e+01 2.014544329724102738e+02 -9.984734724784660287e+00 3.979410490914916831e+00 7.999992593045443812e+01 8.999510594219752591e+01 1.385247529359642442e+02 1.791987735188045917e+03 2.259999374554990027e+03 -1.819999999999999929e+01 5.178368125000000000e+05
1.700000000000000000e+01 2.014976385311064746e+02 -9.971375836619074562e+00 3.452172375150675432e+00 7.999992931336507240e+01 8.926226789236142167e+01 1.338167424412724245e+02 2.651286544805617268e+03 2.270764561502900506e+03 -1.819999999999999929e+01 5.902873125000000000e+05
1.800000000000000000e+01 2.014396017092178681e+02 -9.989043126478332368e+00 4.419096927853598089e+00 7.999992742094133291e+01 8.999670714324713572e+01 1.359353193623041705e+02 1.499003518589743862e+03 2.250975326763056728e+03 -1.819999999999999929e+01 5.499736250000000000e+05
1.900000000000000000e+01 2.014580866356664899e+02 -1.000028673871892870e+01 3.591079417099994675e+00 7.999992770587263635e+01 8.979943996368915293e+01 1.338269854150374840e+02 1.764072720096526155e+03 2.565961812935252055e+03 -1.819999999999999929e+01 4.972753750000000000e+05
2.000000000000000000e+01 2.015075812022987236e+02 -9.985686236644260916e+00 2.395013479126963052e+00 7.227797470610430253e+01 8.864585463840923296e+01 1.343357997130173374e+02 2.743983044589018846e+03 2.592065472897205382e+03 -1.819999999999999929e+01 1.038057875000000000e+06
2.100000000000000000e+01 2.014520562378494901e+02 -1.000343559293944473e+01 4.316632187542442267e+00 7.999992723326057842e+01 9.000249434050802222e+01 1.377819478808456211e+02 1.637003974311985985e+03 2.587970595645335834e+03 -1.819999999999999929e+01 5.518002500000000000e+05
2.200000000000000000e+01 2.014488924425587015e+02 -1.000450512224166211e+01 4.001152236261788175e+00 7.999992888322805129e+01 8.963959317992454601e+01 1.338203896648815032e+02 1.574077863104279231e+03 2.588004825924464512e+03 -1.819999999999999929e+01 5.664587500000000000e+05
2.300000000000000000e+01 2.014572270546736661e+02 -1.000529800795562529e+01 3.930266980713103209e+00 7.999992713244544973e+01 9.006981267414391823e+01 1.348433730868211455e+02 1.718893300225070334e+03 2.652015467128621822e+03 -1.819999999999999929e+01 6.149693750000000000e+05
2.400000000000000000e+01 2.015040972966505706e+02 -1.000398564612663854e+01 2.529749125367100060e+00 7.246427252112565043e+01 8.840432011028575232e+01 1.335987376748394126e+02 2.570522230656822558e+03 2.905814569100044082e+03 -1.819999999999999929e+01 1.005173187500000000e+06
2.500000000000000000e+01 2.014114362033855059e+02 -1.000943554025202253e+01 3.967856333004203595e+00 7.999992593625229631e+01 9.002349136242909822e+01 1.385249866659685551e+02 8.679931586459675827e+02 2.457030882601590747e+03 -1.819999999999999929e+01 5.084770625000000000e+05
