# id ra dec s L A b x y a flux
2.600000000000000000e+01 2.014197689164919893e+02 -1.001854044822829337e+01 3.670187057690526888e+00 7.999992661252760229e+01 8.965290289834369730e+01 1.337581239269040623e+02 9.638819258153085912e+02 2.672999331663972043e+03 -1.819999999999999929e+01 5.249101875000000000e+05
2.700000000000000000e+01 2.014864071838210862e+02 -1.002722960726839219e+01 4.019641319996725137e+00 7.999993060518472987e+01 9.012045038352083282e+01 1.326471958242645997e+02 2.113085832382892022e+03 3.226070976125241941e+03 -1.819999999999999929e+01 5.531491250000000000e+05
2.800000000000000000e+01 2.014925333646583283e+02 -1.002967905246884328e+01 2.251586386200442380e+00 7.189461116556974218e+01 8.838057693312691754e+01 1.317609051942343683e+02 2.208315622405329577e+03 3.307215625684679253e+03 -1.819999999999999929e+01 3.054648200000000000e+07
2.900000000000000000e+01 2.014185104289586548e+02 -1.002795792675309094e+01 4.376080076711675204e+00 7.999992525217651007e+01 8.998990534255115392e+01 1.386041044725620281e+02 8.839967466631977686e+02 2.837002543286648688e+03 -1.819999999999999929e+01 5.505127500000000000e+05
3.000000000000000000e+01 2.015079084426674285e+02 -1.003277823065436714e+01 3.048795916141660900e+00 7.999992753040518778e+01 8.904129872333734852e+01 1.338512591077625586e+02 2.465835403794135345e+03 3.454792992996528483e+03 -1.819999999999999929e+01 6.573530000000000000e+05
3.100000000000000000e+01 2.014581578478373842e+02 -1.004498189504499628e+01 3.956065830240830472e+00 7.999992827622165237e+01 9.000095101152314214e+01 1.365808532633641619e+02 1.497004202487349630e+03 3.383005218115730713e+03 -1.819999999999999929e+01 5.104405625000000000e+05
3.200000000000000000e+01 2.014770413640694358e+02 -1.004476674513854739e+01 3.649840855562783037e+00 7.999992858086640979e+01 8.918065220293509299e+01 1.338125200569354547e+02 1.837833005361533196e+03 3.491843928689486347e+03 -1.819999999999999929e+01 6.327211250000000000e+05
3.300000000000000000e+01 2.015018115788390958e+02 -1.003953469179234936e+01 3.970598689139031467e+00 7.999992746794258380e+01 9.000565106930423553e+01 1.361657076527419292e+02 2.315993775431497852e+03 3.541987883092921493e+03 -1.819999999999999929e+01 5.231536250000000000e+05
3.400000000000000000e+01 2.015051309777919073e+02 -1.003952525576911015e+01 2.053579822331605076e+00 7.133136509263987080e+01 8.833237042797290428e+01 1.337385490308117539e+02 2.375242765042475639e+03 3.562231453678585694e+03 -1.819999999999999929e+01 1.725272125000000000e+06
3.500000000000000000e+01 2.014348640880858738e+02 -1.005575553765651264e+01 4.306622813179114218e+00 7.999992863344053262e+01 9.001785842233853430e+01 1.387564566267229509e+02 1.011995203579801910e+03 3.442933736969500842e+03 -1.819999999999999929e+01 5.547430000000000000e+05
3.600000000000000000e+01 2.015049019030874433e+02 -1.005246906407010599e+01 3.632163650442895797e+00 7.999992752670729601e+01 8.974558486920385292e+01 1.337873128352094625e+02 2.294015938691447900e+03 3.796993694571382548e+03 -1.819999999999999929e+01 5.035166875000000000e+05
3.700000000000000000e+01 2.014863629227261015e+02 -1.006006341708415341e+01 2.323876351262835094e+00 7.221850438310478637e+01 8.866056288819186193e+01 1.344883128316579644e+02 1.914425967367772728e+03 3.825928350616327862e+03 -1.819999999999999929e+01 1.102322750000000000e+06
3.800000000000000000e+01 2.014652581829199676e+02 -1.006515281260839600e+01 4.021842412553181312e+00 7.999992705620778111e+01 9.004180164981052314e+01 1.377436362743832774e+02 1.503987046972964890e+03 3.794008347548563052e+03 -1.819999999999999929e+01 5.252149375000000000e+05
3.900000000000000000e+01 2.014643676317524239e+02 -1.007176655892084582e+01 1.861129291161231158e+00 7.081149305499002367e+01 8.827804516153081238e+01 1.332929947839765532e+02 1.447008029770415305e+03 3.910357041617340201e+03 -1.819999999999999929e+01 7.037148000000000000e+06
4.000000000000000000e+01 2.014979140329760696e+02 -1.007233747493429377e+01 4.027193919962508417e+00 7.999992892325371940e+01 9.011999993705239831e+01 1.389111018663616903e+02 2.048889328562888750e+03 4.118902457900076115e+03 -1.819999999999999929e+01 5.611872500000000000e+05
4.100000000000000000e+01 2.014883864602021504e+02 -1.007584601191131668e+01 1.970564725561935848e+00 7.114215900066979259e+01 8.822533097609500885e+01 1.333382942592112101e+02 1.855016443514615048e+03 4.127484267026709858e+03 -1.819999999999999929e+01 2.867979500000000000e+06
4.200000000000000000e+01 2.014130351092439071e+02 -1.007777805852527742e+01 3.985606275648053920e+00 7.999992699726408318e+01 8.998404436988950295e+01 1.390777304158448828e+02 4.859912125361195194e+02 3.716026507541119827e+03 -1.819999999999999929e+01 5.096398750000000000e+05
4.300000000000000000e+01 2.014859300813653817e+02 -1.008686897392356485e+01 3.641477701361648389e+00 7.999992888461362384e+01 8.989368564401368644e+01 1.338660970506298895e+02 1.745064653126577923e+03 4.314244771029473668e+03 -1.819999999999999929e+01 4.918677187500000000e+05
4.400000000000000000e+01 2.014072313023472134e+02 -1.009978201842931433e+01 1.981912981518227035e+00 7.113234931676228712e+01 9.027691187685006469e+01 1.394998513728517082e+02 2.498127006660488121e+02 4.084437053876879418e+03 -1.819999999999999929e+01 3.607114750000000000e+06
