# jd flux flux_err
2.457482915335599799e+06 1.786037632434126579e+02 1.013684099975970980e+02
2.457482915342701133e+06 4.314408293167980446e+01 1.009498220211666251e+02
2.457482915349802002e+06 9.836979204606177518e+01 1.009647623510027614e+02
2.457482915356903337e+06 -2.799701934711629647e+01 1.011054797153527289e+02
2.457482915364004672e+06 9.512083791136319633e+00 1.009667748000072294e+02
2.457482915371105541e+06 -4.704730219867087015e+01 1.010764484056200700e+02
2.457482915378206875e+06 -6.063155404708231799e+01 1.015417131845912735e+02
2.457482915385307744e+06 -8.515365999740971859e+01 1.005993115295076450e+02
2.457482915392409079e+06 -1.610459506675324519e+02 1.008192451716916906e+02
2.457482915399510413e+06 -1.655031546054506180e+02 1.008403650829744436e+02
2.457482915406611282e+06 -4.857761471384583274e+01 1.012013193913159483e+02
2.457482915413712617e+06 6.116909985269376193e+01 1.015504649632619021e+02
2.457482915420813952e+06 1.210535289544077528e+02 1.015719492063149545e+02
2.457482915427914821e+06 -3.437835448333498789e+01 1.012569777091275256e+02
2.457482915435016155e+06 -3.718721665523480624e+01 1.009605803375522584e+02
2.457482915442117490e+06 2.750377515641193895e+02 1.014286576806055820e+02
2.457482915449218359e+06 -8.652670763120113406e+01 1.010139239459324898e+02
2.457482915456319693e+06 1.097145171542142776e+02 1.011268527496186778e+02
2.457482915463421028e+06 6.411895946392905898e+01 1.016294726086186841e+02
2.457482915470521897e+06 1.515063571411155685e+01 1.013985983386666021e+02
2.457482915477623232e+06 -9.000133679796817887e+01 1.014381696484632727e+02
2.457482915484724566e+06 4.654781438179815467e+01 1.011324735498060363e+02
2.457482915491825435e+06 1.516771453011715494e+02 1.015043260999351560e+02
2.457482915498926770e+06 4.434134409246707946e+02 1.024583868351919307e+02
2.457482915506027639e+06 6.638831674871689756e+02 1.031833182492857617e+02
2.457482915513128974e+06 8.182103293299587676e+02 1.033730881471695255e+02
2.457482915520230308e+06 6.847034221926805913e+02 1.032392856267821486e+02
2.457482915527331177e+06 8.046796759916869632e+02 1.036675311983127443e+02
2.457482915534432512e+06 8.125813871639093122e+02 1.032445153359616512e+02
2.457482915541533846e+06 8.016593261339348828e+02 1.035578446424516699e+02
2.457482915548634715e+06 7.793024786628340053e+02 1.033757424896386254e+02
2.457482915555736050e+06 7.081249742011441413e+02 1.034951397464224243e+02
2.457482915562837385e+06 6.141551607572091598e+02 1.028201035147416036e+02
2.457482915569938254e+06 6.359212060003083025e+02 1.032286727505571235e+02
2.457482915577039588e+06 5.547858601540210657e+02 1.033808432580106285e+02
2.457482915584140457e+06 5.484650235831886675e+02 1.029242818355967586e+02
2.457482915591241792e+06 6.612601084715297475e+02 1.035232854843217183e+02
2.457482915598343126e+06 7.126906649123465058e+02 1.034469283860143491e+02
2.457482915605443995e+06 6.079967999303898978e+02 1.031673647021136020e+02
2.457482915612545330e+06 9.464585971392643842e+02 1.035684758649286010e+02
2.457482915619646665e+06 7.582835114465942752e+02 1.032479784502545073e+02
2.457482915626747534e+06 7.730105183445066359e+02 1.031217787655247093e+02
2.457482915633848868e+06 6.236554724933612306e+02 1.034420513362544085e+02
2.457482915640950203e+06 6.322671983506970719e+02 1.028550827188168313e+02
2.457482915648051072e+06 7.358373561840326147e+02 1.029602648473305067e+02
2.457482915655152407e+06 8.026298044042213178e+02 1.035237045742703401e+02
2.457482915662253741e+06 7.447064159979181568e+02 1.033750099382892529e+02
2.457482915669354610e+06 6.564461362928159360e+02 1.031824662259902396e+02
2.457482915676455945e+06 5.760930321848318272e+02 1.030434110573712871e+02
2.457482915683557279e+06 7.273600361588632950e+02 1.033744352443330001e+02
2.457482915690658148e+06 4.498506592871854082e+02 1.028167622632734606e+02
2.457482915697759483e+06 5.880514549288946000e+02 1.029773171907347233e+02
2.457482915704860352e+06 6.151975692673968297e+02 1.032203179767462586e+02
2.457482915711961687e+06 6.234816448742203647e+02 1.030638140725839946e+02
2.457482915719063021e+06 7.542927442746804445e+02 1.033009207402916303e+02
2.457482915726163890e+06 7.411736097199935784e+02 1.037746552415312351e+02
2.457482915733265225e+06 4.673940540976709030e+02 1.029820042769906081e+02
2.457482915740366559e+06 6.413196647464228590e+02 1.029845888400108294e+02
2.457482915747467428e+06 8.421407489356644192e+02 1.040151827852507864e+02
2.457482915754568763e+06 7.306452580441855389e+02 1.037411406873744824e+02
2.457482915761670098e+06 4.936106323147378134e+02 1.035673885813575197e+02
2.457482915768770967e+06 5.062348061190859880e+02 1.031635606933066924e+02
2.457482915775872301e+06 6.407871942329893500e+02 1.036708191266156405e+02
2.457482915782973170e+06 5.822793611192064418e+02 1.027672771875414526e+02
2.457482915790074505e+06 7.958136899089059852e+02 1.031817747235213716e+02
2.457482915797175840e+06 6.483429234249470028e+02 1.029572687709519840e+02
2.457482915804276709e+06 8.031717776219776397e+02 1.036834253413426694e+02
2.457482915811378043e+06 8.168736602301069070e+02 1.033579053663404892e+02
2.457482915818479378e+06 8.848544428661643906e+02 1.036876113314927181e+02
2.457482915825580247e+06 7.120637665466711042e+02 1.035045553227749053e+02
2.457482915832681581e+06 7.725436472345663788e+02 1.037701849848505447e+02
2.457482915839782916e+06 8.084387616145450011e+02 1.034469596820073178e+02
2.457482915846883785e+06 7.366214473460587442e+02 1.031940375285202833e+02
2.457482915853985120e+06 6.986443712718046299e+02 1.028786740160113595e+02
2.457482915861086454e+06 8.323871598598216224e+02 1.033167474230400984e+02
2.457482915868187323e+06 7.563739718397920342e+02 1.033202656683664173e+02
2.457482915875288658e+06 7.260190350014599971e+02 1.034130304517680372e+02
2.457482915882389992e+06 8.105430146567759948e+02 1.036826295821684738e+02
