             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          41161510    shared       $1    mehul  R      10:29      1 node-0075
          41161511    shared       $1    mehul  R      10:29      1 node-0075
          41161512    shared       $1    mehul  R      10:29      1 node-0075
          41161513    shared       $1    mehul  R      10:29      1 node-0075
          41161514    shared       $1    mehul  R      10:29      1 node-0075
          41161515    shared       $1    mehul  R      10:29      1 node-0075
          41161516    shared       $1    mehul  R      10:29      1 node-0075
          41161517    shared       $1    mehul  R      10:29      1 node-0075
          41161518    shared       $1    mehul  R      10:29      1 node-0075
          41161519    shared       $1    mehul  R      10:29      1 node-0075
          41161520    shared       $1    mehul  R      10:29      1 node-0075
          41161521    shared       $1    mehul  R      10:29      1 node-0075
          41161522    shared       $1    mehul  R      10:29      1 node-0075
          41161523    shared       $1    mehul  R      10:29      1 node-0075
          41161524    shared       $1    mehul  R      10:29      1 node-0075
          41161525    shared       $1    mehul  R      10:29      1 node-0075
          41161526    shared       $1    mehul  R      10:29      1 node-0075
          41161527    shared       $1    mehul  R      10:29      1 node-0075
          41161528    shared       $1    mehul  R      10:29      1 node-0076
          41161529    shared       $1    mehul  R      10:29      1 node-0076
          41161530    shared       $1    mehul  R      10:29      1 node-0076
          41161531    shared       $1    mehul  R      10:29      1 node-0076
          41161532    shared       $1    mehul  R      10:29      1 node-0076
          41161533    shared       $1    mehul  R      10:29      1 node-0076
          41161534    shared       $1    mehul  R      10:29      1 node-0076
          41161535    shared       $1    mehul  R      10:29      1 node-0076
          41161536    shared       $1    mehul  R      10:29      1 node-0076
          41161537    shared       $1    mehul  R      10:29      1 node-0076
          41161538    shared       $1    mehul  R      10:29      1 node-0076
          41161539    shared       $1    mehul  R      10:29      1 node-0076
          41161540    shared       $1    mehul  R      10:29      1 node-0076
          41161541    shared       $1    mehul  R      10:29      1 node-0076
          41161542    shared       $1    mehul  R      10:29      1 node-0076
          41161543    shared       $1    mehul  R      10:29      1 node-0076
          41161544    shared       $1    mehul  R      10:29      1 node-0076
          41161545    shared       $1    mehul  R      10:29      1 node-0076
          41161546    shared       $1    mehul  R      10:29      1 node-0076
          41161547    shared       $1    mehul  R      10:29      1 node-0077
          41161548    shared       $1    mehul  R      10:29      1 node-0077
          41161549    shared       $1    mehul  R      10:29      1 node-0077
          41161550    shared       $1    mehul  R      10:29      1 node-0077
          41161551    shared       $1    mehul  R      10:29      1 node-0077
          41161552    shared       $1    mehul  R      10:29      1 node-0077
          41161553    shared       $1    mehul  R      10:29      1 node-0077
          41161554    shared       $1    mehul  R      10:29      1 node-0077
          41161555    shared       $1    mehul  R      10:29      1 node-0077
          41161556    shared       $1    mehul  R      10:29      1 node-0077
          41161557    shared       $1    mehul  R      10:29      1 node-0077
          41161558    shared       $1    mehul  R      10:29      1 node-0077
          41161559    shared       $1    mehul  R      10:29      1 node-0077
          41161560    shared       $1    mehul  R      10:29      1 node-0077
          41161561    shared       $1    mehul  R      10:29      1 node-0077
          41161562    shared       $1    mehul  R      10:29      1 node-0077
          41161563    shared       $1    mehul  R      10:29      1 node-0077
          41161564    shared       $1    mehul  R      10:29      1 node-0077
          41161565    shared       $1    mehul  R      10:29      1 node-0077
          41161454    shared       $1    mehul  R      10:32      1 node-0072
          41161455    shared       $1    mehul  R      10:32      1 node-0072
          41161456    shared       $1    mehul  R      10:32      1 node-0072
          41161457    shared       $1    mehul  R      10:32      1 node-0072
          41161458    shared       $1    mehul  R      10:32      1 node-0072
          41161459    shared       $1    mehul  R      10:32      1 node-0072
          41161460    shared       $1    mehul  R      10:32      1 node-0072
          41161461    shared       $1    mehul  R      10:32      1 node-0072
          41161462    shared       $1    mehul  R      10:32      1 node-0072
          41161463    shared       $1    mehul  R      10:32      1 node-0072
          41161464    shared       $1    mehul  R      10:32      1 node-0072
          41161465    shared       $1    mehul  R      10:32      1 node-0072
          41161466    shared       $1    mehul  R      10:32      1 node-0072
          41161467    shared       $1    mehul  R      10:32      1 node-0072
          41161468    shared       $1    mehul  R      10:32      1 node-0072
          41161469    shared       $1    mehul  R      10:32      1 node-0072
          41161470    shared       $1    mehul  R      10:32      1 node-0072
          41161471    shared       $1    mehul  R      10:32      1 node-0073
          41161472    shared       $1    mehul  R      10:32      1 node-0073
          41161473    shared       $1    mehul  R      10:32      1 node-0073
          41161474    shared       $1    mehul  R      10:32      1 node-0073
          41161475    shared       $1    mehul  R      10:32      1 node-0073
          41161476    shared       $1    mehul  R      10:32      1 node-0073
          41161477    shared       $1    mehul  R      10:32      1 node-0073
          41161478    shared       $1    mehul  R      10:32      1 node-0073
          41161479    shared       $1    mehul  R      10:32      1 node-0073
          41161480    shared       $1    mehul  R      10:32      1 node-0073
          41161481    shared       $1    mehul  R      10:32      1 node-0073
          41161482    shared       $1    mehul  R      10:32      1 node-0073
          41161483    shared       $1    mehul  R      10:32      1 node-0073
          41161484    shared       $1    mehul  R      10:32      1 node-0073
          41161485    shared       $1    mehul  R      10:32      1 node-0073
          41161486    shared       $1    mehul  R      10:32      1 node-0073
          41161487    shared       $1    mehul  R      10:32      1 node-0073
          41161488    shared       $1    mehul  R      10:32      1 node-0073
          41161489    shared       $1    mehul  R      10:32      1 node-0073
          41161490    shared       $1    mehul  R      10:32      1 node-0074
          41161491    shared       $1    mehul  R      10:32      1 node-0074
          41161492    shared       $1    mehul  R      10:32      1 node-0074
          41161493    shared       $1    mehul  R      10:32      1 node-0074
          41161494    shared       $1    mehul  R      10:32      1 node-0074
          41161495    shared       $1    mehul  R      10:32      1 node-0074
          41161496    shared       $1    mehul  R      10:32      1 node-0074
          41161497    shared       $1    mehul  R      10:32      1 node-0074
          41161498    shared       $1    mehul  R      10:32      1 node-0074
          41161499    shared       $1    mehul  R      10:32      1 node-0074
          41161500    shared       $1    mehul  R      10:32      1 node-0074
          41161501    shared       $1    mehul  R      10:32      1 node-0074
          41161502    shared       $1    mehul  R      10:32      1 node-0074
          41161503    shared       $1    mehul  R      10:32      1 node-0074
          41161504    shared       $1    mehul  R      10:32      1 node-0074
          41161505    shared       $1    mehul  R      10:32      1 node-0074
          41161506    shared       $1    mehul  R      10:32      1 node-0074
          41161507    shared       $1    mehul  R      10:32      1 node-0074
          41161508    shared       $1    mehul  R      10:32      1 node-0074
          41161401    shared       $1    mehul  R      10:35      1 node-0069
          41161402    shared       $1    mehul  R      10:35      1 node-0069
          41161403    shared       $1    mehul  R      10:35      1 node-0069
          41161404    shared       $1    mehul  R      10:35      1 node-0069
          41161405    shared       $1    mehul  R      10:35      1 node-0069
          41161406    shared       $1    mehul  R      10:35      1 node-0069
          41161407    shared       $1    mehul  R      10:35      1 node-0069
          41161408    shared       $1    mehul  R      10:35      1 node-0069
          41161409    shared       $1    mehul  R      10:35      1 node-0069
          41161410    shared       $1    mehul  R      10:35      1 node-0069
          41161411    shared       $1    mehul  R      10:35      1 node-0069
          41161412    shared       $1    mehul  R      10:35      1 node-0069
          41161413    shared       $1    mehul  R      10:35      1 node-0069
          41161414    shared       $1    mehul  R      10:35      1 node-0070
          41161415    shared       $1    mehul  R      10:35      1 node-0070
          41161416    shared       $1    mehul  R      10:35      1 node-0070
          41161417    shared       $1    mehul  R      10:35      1 node-0070
          41161418    shared       $1    mehul  R      10:35      1 node-0070
          41161419    shared       $1    mehul  R      10:35      1 node-0070
          41161420    shared       $1    mehul  R      10:35      1 node-0070
          41161421    shared       $1    mehul  R      10:35      1 node-0070
          41161422    shared       $1    mehul  R      10:35      1 node-0070
          41161423    shared       $1    mehul  R      10:35      1 node-0070
          41161424    shared       $1    mehul  R      10:35      1 node-0070
          41161425    shared       $1    mehul  R      10:35      1 node-0070
          41161426    shared       $1    mehul  R      10:35      1 node-0070
          41161427    shared       $1    mehul  R      10:35      1 node-0070
          41161428    shared       $1    mehul  R      10:35      1 node-0070
          41161429    shared       $1    mehul  R      10:35      1 node-0070
          41161430    shared       $1    mehul  R      10:35      1 node-0070
          41161431    shared       $1    mehul  R      10:35      1 node-0070
          41161432    shared       $1    mehul  R      10:35      1 node-0070
          41161433    shared       $1    mehul  R      10:35      1 node-0071
          41161434    shared       $1    mehul  R      10:35      1 node-0071
          41161435    shared       $1    mehul  R      10:35      1 node-0071
          41161436    shared       $1    mehul  R      10:35      1 node-0071
          41161437    shared       $1    mehul  R      10:35      1 node-0071
          41161438    shared       $1    mehul  R      10:35      1 node-0071
          41161439    shared       $1    mehul  R      10:35      1 node-0071
          41161440    shared       $1    mehul  R      10:35      1 node-0071
          41161441    shared       $1    mehul  R      10:35      1 node-0071
          41161442    shared       $1    mehul  R      10:35      1 node-0071
          41161443    shared       $1    mehul  R      10:35      1 node-0071
          41161444    shared       $1    mehul  R      10:35      1 node-0071
          41161445    shared       $1    mehul  R      10:35      1 node-0071
          41161446    shared       $1    mehul  R      10:35      1 node-0071
          41161447    shared       $1    mehul  R      10:35      1 node-0071
          41161448    shared       $1    mehul  R      10:35      1 node-0071
          41161449    shared       $1    mehul  R      10:35      1 node-0071
          41161450    shared       $1    mehul  R      10:35      1 node-0071
          41161451    shared       $1    mehul  R      10:35      1 node-0071
          41161452    shared       $1    mehul  R      10:35      1 node-0072
          41161340    shared       $1    mehul  R      10:38      1 node-0066
          41161341    shared       $1    mehul  R      10:38      1 node-0066
          41161342    shared       $1    mehul  R      10:38      1 node-0066
          41161343    shared       $1    mehul  R      10:38      1 node-0066
          41161344    shared       $1    mehul  R      10:38      1 node-0066
          41161345    shared       $1    mehul  R      10:38      1 node-0066
          41161346    shared       $1    mehul  R      10:38      1 node-0066
          41161347    shared       $1    mehul  R      10:38      1 node-0066
          41161348    shared       $1    mehul  R      10:38      1 node-0066
          41161349    shared       $1    mehul  R      10:38      1 node-0066
          41161350    shared       $1    mehul  R      10:38      1 node-0066
          41161351    shared       $1    mehul  R      10:38      1 node-0066
          41161352    shared       $1    mehul  R      10:38      1 node-0066
          41161353    shared       $1    mehul  R      10:38      1 node-0066
          41161354    shared       $1    mehul  R      10:38      1 node-0066
          41161355    shared       $1    mehul  R      10:38      1 node-0066
          41161356    shared       $1    mehul  R      10:38      1 node-0066
          41161357    shared       $1    mehul  R      10:38      1 node-0067
          41161358    shared       $1    mehul  R      10:38      1 node-0067
          41161359    shared       $1    mehul  R      10:38      1 node-0067
          41161360    shared       $1    mehul  R      10:38      1 node-0067
          41161361    shared       $1    mehul  R      10:38      1 node-0067
          41161362    shared       $1    mehul  R      10:38      1 node-0067
          41161363    shared       $1    mehul  R      10:38      1 node-0067
          41161364    shared       $1    mehul  R      10:38      1 node-0067
          41161365    shared       $1    mehul  R      10:38      1 node-0067
          41161366    shared       $1    mehul  R      10:38      1 node-0067
          41161367    shared       $1    mehul  R      10:38      1 node-0067
          41161368    shared       $1    mehul  R      10:38      1 node-0067
          41161369    shared       $1    mehul  R      10:38      1 node-0067
          41161370    shared       $1    mehul  R      10:38      1 node-0067
          41161372    shared       $1    mehul  R      10:38      1 node-0067
          41161373    shared       $1    mehul  R      10:38      1 node-0067
          41161374    shared       $1    mehul  R      10:38      1 node-0067
          41161375    shared       $1    mehul  R      10:38      1 node-0067
          41161376    shared       $1    mehul  R      10:38      1 node-0068
          41161377    shared       $1    mehul  R      10:38      1 node-0068
          41161378    shared       $1    mehul  R      10:38      1 node-0068
          41161379    shared       $1    mehul  R      10:38      1 node-0068
          41161380    shared       $1    mehul  R      10:38      1 node-0068
          41161381    shared       $1    mehul  R      10:38      1 node-0068
          41161382    shared       $1    mehul  R      10:38      1 node-0068
          41161383    shared       $1    mehul  R      10:38      1 node-0068
          41161384    shared       $1    mehul  R      10:38      1 node-0068
          41161385    shared       $1    mehul  R      10:38      1 node-0068
          41161386    shared       $1    mehul  R      10:38      1 node-0068
          41161387    shared       $1    mehul  R      10:38      1 node-0068
          41161388    shared       $1    mehul  R      10:38      1 node-0068
          41161389    shared       $1    mehul  R      10:38      1 node-0068
          41161390    shared       $1    mehul  R      10:38      1 node-0068
          41161391    shared       $1    mehul  R      10:38      1 node-0068
          41161393    shared       $1    mehul  R      10:38      1 node-0068
          41161394    shared       $1    mehul  R      10:38      1 node-0068
          41161395    shared       $1    mehul  R      10:38      1 node-0069
          41161396    shared       $1    mehul  R      10:38      1 node-0069
          41161397    shared       $1    mehul  R      10:38      1 node-0069
          41161398    shared       $1    mehul  R      10:38      1 node-0069
          41161399    shared       $1    mehul  R      10:38      1 node-0069
          41161400    shared       $1    mehul  R      10:38      1 node-0069
          41161290    shared       $1    mehul  R      10:41      1 node-0041
          41161291    shared       $1    mehul  R      10:41      1 node-0041
          41161292    shared       $1    mehul  R      10:41      1 node-0041
          41161293    shared       $1    mehul  R      10:41      1 node-0041
          41161294    shared       $1    mehul  R      10:41      1 node-0041
          41161295    shared       $1    mehul  R      10:41      1 node-0041
          41161296    shared       $1    mehul  R      10:41      1 node-0041
          41161297    shared       $1    mehul  R      10:41      1 node-0041
          41161298    shared       $1    mehul  R      10:41      1 node-0042
          41161299    shared       $1    mehul  R      10:41      1 node-0042
          41161300    shared       $1    mehul  R      10:41      1 node-0042
          41161301    shared       $1    mehul  R      10:41      1 node-0042
          41161302    shared       $1    mehul  R      10:41      1 node-0042
          41161303    shared       $1    mehul  R      10:41      1 node-0042
          41161304    shared       $1    mehul  R      10:41      1 node-0042
          41161305    shared       $1    mehul  R      10:41      1 node-0042
          41161306    shared       $1    mehul  R      10:41      1 node-0042
          41161307    shared       $1    mehul  R      10:41      1 node-0042
          41161308    shared       $1    mehul  R      10:41      1 node-0042
          41161309    shared       $1    mehul  R      10:41      1 node-0042
          41161310    shared       $1    mehul  R      10:41      1 node-0042
          41161311    shared       $1    mehul  R      10:41      1 node-0042
          41161313    shared       $1    mehul  R      10:41      1 node-0042
          41161314    shared       $1    mehul  R      10:41      1 node-0042
          41161315    shared       $1    mehul  R      10:41      1 node-0042
          41161316    shared       $1    mehul  R      10:41      1 node-0042
          41161317    shared       $1    mehul  R      10:41      1 node-0042
          41161318    shared       $1    mehul  R      10:41      1 node-0043
          41161319    shared       $1    mehul  R      10:41      1 node-0043
          41161320    shared       $1    mehul  R      10:41      1 node-0043
          41161321    shared       $1    mehul  R      10:41      1 node-0043
          41161322    shared       $1    mehul  R      10:41      1 node-0043
          41161323    shared       $1    mehul  R      10:41      1 node-0043
          41161324    shared       $1    mehul  R      10:41      1 node-0043
          41161325    shared       $1    mehul  R      10:41      1 node-0043
          41161326    shared       $1    mehul  R      10:41      1 node-0043
          41161327    shared       $1    mehul  R      10:41      1 node-0043
          41161328    shared       $1    mehul  R      10:41      1 node-0043
          41161329    shared       $1    mehul  R      10:41      1 node-0043
          41161330    shared       $1    mehul  R      10:41      1 node-0043
          41161331    shared       $1    mehul  R      10:41      1 node-0043
          41161332    shared       $1    mehul  R      10:41      1 node-0043
          41161333    shared       $1    mehul  R      10:41      1 node-0043
          41161334    shared       $1    mehul  R      10:41      1 node-0043
          41161335    shared       $1    mehul  R      10:41      1 node-0043
          41161336    shared       $1    mehul  R      10:41      1 node-0043
          41161337    shared       $1    mehul  R      10:41      1 node-0080
          41161338    shared       $1    mehul  R      10:41      1 node-0066
          41161339    shared       $1    mehul  R      10:41      1 node-0066
          41161230    shared       $1    mehul  R      10:44      1 node-0038
          41161231    shared       $1    mehul  R      10:44      1 node-0038
          41161232    shared       $1    mehul  R      10:44      1 node-0038
          41161233    shared       $1    mehul  R      10:44      1 node-0038
          41161234    shared       $1    mehul  R      10:44      1 node-0038
          41161235    shared       $1    mehul  R      10:44      1 node-0038
          41161236    shared       $1    mehul  R      10:44      1 node-0038
          41161237    shared       $1    mehul  R      10:44      1 node-0038
          41161238    shared       $1    mehul  R      10:44      1 node-0038
          41161239    shared       $1    mehul  R      10:44      1 node-0038
          41161240    shared       $1    mehul  R      10:44      1 node-0038
          41161241    shared       $1    mehul  R      10:44      1 node-0039
          41161242    shared       $1    mehul  R      10:44      1 node-0039
          41161243    shared       $1    mehul  R      10:44      1 node-0039
          41161244    shared       $1    mehul  R      10:44      1 node-0039
          41161245    shared       $1    mehul  R      10:44      1 node-0039
          41161246    shared       $1    mehul  R      10:44      1 node-0039
          41161247    shared       $1    mehul  R      10:44      1 node-0039
          41161248    shared       $1    mehul  R      10:44      1 node-0039
          41161249    shared       $1    mehul  R      10:44      1 node-0039
          41161250    shared       $1    mehul  R      10:44      1 node-0039
          41161251    shared       $1    mehul  R      10:44      1 node-0039
          41161252    shared       $1    mehul  R      10:44      1 node-0039
          41161253    shared       $1    mehul  R      10:44      1 node-0039
          41161254    shared       $1    mehul  R      10:44      1 node-0039
          41161255    shared       $1    mehul  R      10:44      1 node-0039
          41161256    shared       $1    mehul  R      10:44      1 node-0039
          41161257    shared       $1    mehul  R      10:44      1 node-0039
          41161258    shared       $1    mehul  R      10:44      1 node-0039
          41161259    shared       $1    mehul  R      10:44      1 node-0039
          41161260    shared       $1    mehul  R      10:44      1 node-0040
          41161261    shared       $1    mehul  R      10:44      1 node-0040
          41161262    shared       $1    mehul  R      10:44      1 node-0040
          41161263    shared       $1    mehul  R      10:44      1 node-0040
          41161264    shared       $1    mehul  R      10:44      1 node-0040
          41161265    shared       $1    mehul  R      10:44      1 node-0040
          41161266    shared       $1    mehul  R      10:44      1 node-0040
          41161267    shared       $1    mehul  R      10:44      1 node-0040
          41161268    shared       $1    mehul  R      10:44      1 node-0040
          41161269    shared       $1    mehul  R      10:44      1 node-0040
          41161270    shared       $1    mehul  R      10:44      1 node-0040
          41161271    shared       $1    mehul  R      10:44      1 node-0040
          41161272    shared       $1    mehul  R      10:44      1 node-0040
          41161273    shared       $1    mehul  R      10:44      1 node-0040
          41161274    shared       $1    mehul  R      10:44      1 node-0040
          41161275    shared       $1    mehul  R      10:44      1 node-0040
          41161276    shared       $1    mehul  R      10:44      1 node-0040
          41161277    shared       $1    mehul  R      10:44      1 node-0040
          41161278    shared       $1    mehul  R      10:44      1 node-0040
          41161279    shared       $1    mehul  R      10:44      1 node-0041
          41161280    shared       $1    mehul  R      10:44      1 node-0041
          41161281    shared       $1    mehul  R      10:44      1 node-0041
          41161282    shared       $1    mehul  R      10:44      1 node-0041
          41161283    shared       $1    mehul  R      10:44      1 node-0041
          41161284    shared       $1    mehul  R      10:44      1 node-0041
          41161285    shared       $1    mehul  R      10:44      1 node-0041
          41161286    shared       $1    mehul  R      10:44      1 node-0041
          41161287    shared       $1    mehul  R      10:44      1 node-0041
          41161288    shared       $1    mehul  R      10:44      1 node-0041
          41161289    shared       $1    mehul  R      10:44      1 node-0041
          41161171    shared       $1    mehul  R      10:47      1 node-0035
          41161172    shared       $1    mehul  R      10:47      1 node-0035
          41161173    shared       $1    mehul  R      10:47      1 node-0035
          41161174    shared       $1    mehul  R      10:47      1 node-0035
          41161175    shared       $1    mehul  R      10:47      1 node-0035
          41161176    shared       $1    mehul  R      10:47      1 node-0035
          41161177    shared       $1    mehul  R      10:47      1 node-0035
          41161178    shared       $1    mehul  R      10:47      1 node-0035
          41161179    shared       $1    mehul  R      10:47      1 node-0035
          41161180    shared       $1    mehul  R      10:47      1 node-0035
          41161181    shared       $1    mehul  R      10:47      1 node-0035
          41161182    shared       $1    mehul  R      10:47      1 node-0035
          41161183    shared       $1    mehul  R      10:47      1 node-0035
          41161184    shared       $1    mehul  R      10:47      1 node-0036
          41161185    shared       $1    mehul  R      10:47      1 node-0036
          41161186    shared       $1    mehul  R      10:47      1 node-0036
          41161187    shared       $1    mehul  R      10:47      1 node-0036
          41161188    shared       $1    mehul  R      10:47      1 node-0036
          41161189    shared       $1    mehul  R      10:47      1 node-0036
          41161190    shared       $1    mehul  R      10:47      1 node-0036
          41161191    shared       $1    mehul  R      10:47      1 node-0036
          41161192    shared       $1    mehul  R      10:47      1 node-0036
          41161193    shared       $1    mehul  R      10:47      1 node-0036
          41161194    shared       $1    mehul  R      10:47      1 node-0036
          41161195    shared       $1    mehul  R      10:47      1 node-0036
          41161196    shared       $1    mehul  R      10:47      1 node-0036
          41161197    shared       $1    mehul  R      10:47      1 node-0036
          41161198    shared       $1    mehul  R      10:47      1 node-0036
          41161199    shared       $1    mehul  R      10:47      1 node-0036
          41161200    shared       $1    mehul  R      10:47      1 node-0036
          41161201    shared       $1    mehul  R      10:47      1 node-0036
          41161202    shared       $1    mehul  R      10:47      1 node-0036
          41161203    shared       $1    mehul  R      10:47      1 node-0037
          41161204    shared       $1    mehul  R      10:47      1 node-0037
          41161205    shared       $1    mehul  R      10:47      1 node-0037
          41161206    shared       $1    mehul  R      10:47      1 node-0037
          41161207    shared       $1    mehul  R      10:47      1 node-0037
          41161208    shared       $1    mehul  R      10:47      1 node-0037
          41161209    shared       $1    mehul  R      10:47      1 node-0037
          41161210    shared       $1    mehul  R      10:47      1 node-0037
          41161211    shared       $1    mehul  R      10:47      1 node-0037
          41161212    shared       $1    mehul  R      10:47      1 node-0037
          41161213    shared       $1    mehul  R      10:47      1 node-0037
          41161214    shared       $1    mehul  R      10:47      1 node-0037
          41161215    shared       $1    mehul  R      10:47      1 node-0037
          41161216    shared       $1    mehul  R      10:47      1 node-0037
          41161217    shared       $1    mehul  R      10:47      1 node-0037
          41161218    shared       $1    mehul  R      10:47      1 node-0037
          41161219    shared       $1    mehul  R      10:47      1 node-0037
          41161220    shared       $1    mehul  R      10:47      1 node-0037
          41161221    shared       $1    mehul  R      10:47      1 node-0037
          41161222    shared       $1    mehul  R      10:47      1 node-0038
          41161223    shared       $1    mehul  R      10:47      1 node-0038
          41161224    shared       $1    mehul  R      10:47      1 node-0038
          41161225    shared       $1    mehul  R      10:47      1 node-0038
          41161226    shared       $1    mehul  R      10:47      1 node-0038
          41161227    shared       $1    mehul  R      10:47      1 node-0038
          41161228    shared       $1    mehul  R      10:47      1 node-0038
          41161229    shared       $1    mehul  R      10:47      1 node-0038
          41161118    shared       $1    mehul  R      10:50      1 node-0032
          41161119    shared       $1    mehul  R      10:50      1 node-0032
          41161120    shared       $1    mehul  R      10:50      1 node-0032
          41161121    shared       $1    mehul  R      10:50      1 node-0032
          41161122    shared       $1    mehul  R      10:50      1 node-0032
          41161123    shared       $1    mehul  R      10:50      1 node-0032
          41161124    shared       $1    mehul  R      10:50      1 node-0032
          41161125    shared       $1    mehul  R      10:50      1 node-0032
          41161126    shared       $1    mehul  R      10:50      1 node-0032
          41161127    shared       $1    mehul  R      10:50      1 node-0033
          41161128    shared       $1    mehul  R      10:50      1 node-0033
          41161129    shared       $1    mehul  R      10:50      1 node-0033
          41161130    shared       $1    mehul  R      10:50      1 node-0033
          41161131    shared       $1    mehul  R      10:50      1 node-0033
          41161132    shared       $1    mehul  R      10:50      1 node-0033
          41161133    shared       $1    mehul  R      10:50      1 node-0033
          41161134    shared       $1    mehul  R      10:50      1 node-0033
          41161135    shared       $1    mehul  R      10:50      1 node-0033
          41161136    shared       $1    mehul  R      10:50      1 node-0033
          41161137    shared       $1    mehul  R      10:50      1 node-0033
          41161138    shared       $1    mehul  R      10:50      1 node-0033
          41161139    shared       $1    mehul  R      10:50      1 node-0033
          41161140    shared       $1    mehul  R      10:50      1 node-0033
          41161141    shared       $1    mehul  R      10:50      1 node-0033
          41161142    shared       $1    mehul  R      10:50      1 node-0033
          41161143    shared       $1    mehul  R      10:50      1 node-0033
          41161144    shared       $1    mehul  R      10:50      1 node-0033
          41161145    shared       $1    mehul  R      10:50      1 node-0033
          41161146    shared       $1    mehul  R      10:50      1 node-0034
          41161147    shared       $1    mehul  R      10:50      1 node-0034
          41161148    shared       $1    mehul  R      10:50      1 node-0034
          41161149    shared       $1    mehul  R      10:50      1 node-0034
          41161150    shared       $1    mehul  R      10:50      1 node-0034
          41161151    shared       $1    mehul  R      10:50      1 node-0034
          41161152    shared       $1    mehul  R      10:50      1 node-0034
          41161153    shared       $1    mehul  R      10:50      1 node-0034
          41161154    shared       $1    mehul  R      10:50      1 node-0034
          41161155    shared       $1    mehul  R      10:50      1 node-0034
          41161156    shared       $1    mehul  R      10:50      1 node-0034
          41161157    shared       $1    mehul  R      10:50      1 node-0034
          41161158    shared       $1    mehul  R      10:50      1 node-0034
          41161159    shared       $1    mehul  R      10:50      1 node-0034
          41161160    shared       $1    mehul  R      10:50      1 node-0034
          41161161    shared       $1    mehul  R      10:50      1 node-0034
          41161162    shared       $1    mehul  R      10:50      1 node-0034
          41161163    shared       $1    mehul  R      10:50      1 node-0034
          41161164    shared       $1    mehul  R      10:50      1 node-0034
          41161165    shared       $1    mehul  R      10:50      1 node-0035
          41161166    shared       $1    mehul  R      10:50      1 node-0035
          41161167    shared       $1    mehul  R      10:50      1 node-0035
          41161168    shared       $1    mehul  R      10:50      1 node-0035
          41161169    shared       $1    mehul  R      10:50      1 node-0035
          41161170    shared       $1    mehul  R      10:50      1 node-0035
          41161078    shared       $1    mehul  R      10:53      1 node-0063
          41161079    shared       $1    mehul  R      10:53      1 node-0063
          41161080    shared       $1    mehul  R      10:53      1 node-0063
          41161081    shared       $1    mehul  R      10:53      1 node-0063
          41161083    shared       $1    mehul  R      10:53      1 node-0063
          41161084    shared       $1    mehul  R      10:53      1 node-0063
          41161085    shared       $1    mehul  R      10:53      1 node-0063
          41161086    shared       $1    mehul  R      10:53      1 node-0063
          41161087    shared       $1    mehul  R      10:53      1 node-0063
          41161088    shared       $1    mehul  R      10:53      1 node-0063
          41161089    shared       $1    mehul  R      10:53      1 node-0063
          41161090    shared       $1    mehul  R      10:53      1 node-0063
          41161091    shared       $1    mehul  R      10:53      1 node-0063
          41161092    shared       $1    mehul  R      10:53      1 node-0063
          41161093    shared       $1    mehul  R      10:53      1 node-0063
          41161094    shared       $1    mehul  R      10:53      1 node-0029
          41161095    shared       $1    mehul  R      10:53      1 node-0030
          41161096    shared       $1    mehul  R      10:53      1 node-0030
          41161097    shared       $1    mehul  R      10:53      1 node-0030
          41161098    shared       $1    mehul  R      10:53      1 node-0031
          41161099    shared       $1    mehul  R      10:53      1 node-0031
          41161100    shared       $1    mehul  R      10:53      1 node-0031
          41161101    shared       $1    mehul  R      10:53      1 node-0031
          41161102    shared       $1    mehul  R      10:53      1 node-0031
          41161103    shared       $1    mehul  R      10:53      1 node-0031
          41161104    shared       $1    mehul  R      10:53      1 node-0031
          41161105    shared       $1    mehul  R      10:53      1 node-0031
          41161106    shared       $1    mehul  R      10:53      1 node-0031
          41161107    shared       $1    mehul  R      10:53      1 node-0031
          41161108    shared       $1    mehul  R      10:53      1 node-0032
          41161109    shared       $1    mehul  R      10:53      1 node-0032
          41161110    shared       $1    mehul  R      10:53      1 node-0032
          41161111    shared       $1    mehul  R      10:53      1 node-0032
          41161112    shared       $1    mehul  R      10:53      1 node-0032
          41161113    shared       $1    mehul  R      10:53      1 node-0032
          41161114    shared       $1    mehul  R      10:53      1 node-0032
          41161115    shared       $1    mehul  R      10:53      1 node-0032
          41161116    shared       $1    mehul  R      10:53      1 node-0032
          41161117    shared       $1    mehul  R      10:53      1 node-0032
          41161023    shared       $1    mehul  R      10:56      1 node-0060
          41161024    shared       $1    mehul  R      10:56      1 node-0060
          41161025    shared       $1    mehul  R      10:56      1 node-0060
          41161026    shared       $1    mehul  R      10:56      1 node-0060
          41161027    shared       $1    mehul  R      10:56      1 node-0060
          41161028    shared       $1    mehul  R      10:56      1 node-0060
          41161029    shared       $1    mehul  R      10:56      1 node-0060
          41161030    shared       $1    mehul  R      10:56      1 node-0060
          41161031    shared       $1    mehul  R      10:56      1 node-0060
          41161032    shared       $1    mehul  R      10:56      1 node-0060
          41161033    shared       $1    mehul  R      10:56      1 node-0060
          41161034    shared       $1    mehul  R      10:56      1 node-0060
          41161035    shared       $1    mehul  R      10:56      1 node-0060
          41161036    shared       $1    mehul  R      10:56      1 node-0060
          41161037    shared       $1    mehul  R      10:56      1 node-0061
          41161038    shared       $1    mehul  R      10:56      1 node-0061
