             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          41161039    shared       $1    mehul  R      10:56      1 node-0061
          41161040    shared       $1    mehul  R      10:56      1 node-0061
          41161041    shared       $1    mehul  R      10:56      1 node-0061
          41161042    shared       $1    mehul  R      10:56      1 node-0061
          41161043    shared       $1    mehul  R      10:56      1 node-0061
          41161045    shared       $1    mehul  R      10:56      1 node-0061
          41161046    shared       $1    mehul  R      10:56      1 node-0061
          41161047    shared       $1    mehul  R      10:56      1 node-0061
          41161048    shared       $1    mehul  R      10:56      1 node-0061
          41161049    shared       $1    mehul  R      10:56      1 node-0061
          41161050    shared       $1    mehul  R      10:56      1 node-0061
          41161051    shared       $1    mehul  R      10:56      1 node-0061
          41161052    shared       $1    mehul  R      10:56      1 node-0061
          41161053    shared       $1    mehul  R      10:56      1 node-0061
          41161054    shared       $1    mehul  R      10:56      1 node-0061
          41161055    shared       $1    mehul  R      10:56      1 node-0061
          41161056    shared       $1    mehul  R      10:56      1 node-0062
          41161057    shared       $1    mehul  R      10:56      1 node-0062
          41161058    shared       $1    mehul  R      10:56      1 node-0062
          41161059    shared       $1    mehul  R      10:56      1 node-0062
          41161060    shared       $1    mehul  R      10:56      1 node-0062
          41161061    shared       $1    mehul  R      10:56      1 node-0062
          41161062    shared       $1    mehul  R      10:56      1 node-0062
          41161064    shared       $1    mehul  R      10:56      1 node-0062
          41161065    shared       $1    mehul  R      10:56      1 node-0062
          41161066    shared       $1    mehul  R      10:56      1 node-0062
          41161067    shared       $1    mehul  R      10:56      1 node-0062
          41161068    shared       $1    mehul  R      10:56      1 node-0062
          41161069    shared       $1    mehul  R      10:56      1 node-0062
          41161070    shared       $1    mehul  R      10:56      1 node-0062
          41161071    shared       $1    mehul  R      10:56      1 node-0062
          41161072    shared       $1    mehul  R      10:56      1 node-0062
          41161073    shared       $1    mehul  R      10:56      1 node-0062
          41161074    shared       $1    mehul  R      10:56      1 node-0062
          41161075    shared       $1    mehul  R      10:56      1 node-0063
          41161076    shared       $1    mehul  R      10:56      1 node-0063
          41161077    shared       $1    mehul  R      10:56      1 node-0063
          41160988    shared       $1    mehul  R      10:59      1 node-0058
          41160989    shared       $1    mehul  R      10:59      1 node-0058
          41160990    shared       $1    mehul  R      10:59      1 node-0058
          41160993    shared       $1    mehul  R      10:59      1 node-0058
          41160994    shared       $1    mehul  R      10:59      1 node-0058
          41160995    shared       $1    mehul  R      10:59      1 node-0058
          41160996    shared       $1    mehul  R      10:59      1 node-0058
          41160997    shared       $1    mehul  R      10:59      1 node-0058
          41160998    shared       $1    mehul  R      10:59      1 node-0058
          41160999    shared       $1    mehul  R      10:59      1 node-0059
          41161001    shared       $1    mehul  R      10:59      1 node-0059
          41161002    shared       $1    mehul  R      10:59      1 node-0059
          41161003    shared       $1    mehul  R      10:59      1 node-0059
          41161004    shared       $1    mehul  R      10:59      1 node-0059
          41161005    shared       $1    mehul  R      10:59      1 node-0059
          41161006    shared       $1    mehul  R      10:59      1 node-0059
          41161007    shared       $1    mehul  R      10:59      1 node-0059
          41161008    shared       $1    mehul  R      10:59      1 node-0059
          41161009    shared       $1    mehul  R      10:59      1 node-0059
          41161010    shared       $1    mehul  R      10:59      1 node-0059
          41161011    shared       $1    mehul  R      10:59      1 node-0059
          41161012    shared       $1    mehul  R      10:59      1 node-0059
          41161013    shared       $1    mehul  R      10:59      1 node-0059
          41161014    shared       $1    mehul  R      10:59      1 node-0059
          41161015    shared       $1    mehul  R      10:59      1 node-0059
          41161016    shared       $1    mehul  R      10:59      1 node-0059
          41161017    shared       $1    mehul  R      10:59      1 node-0059
          41161018    shared       $1    mehul  R      10:59      1 node-0060
          41161019    shared       $1    mehul  R      10:59      1 node-0060
          41161020    shared       $1    mehul  R      10:59      1 node-0060
          41161021    shared       $1    mehul  R      10:59      1 node-0060
          41161022    shared       $1    mehul  R      10:59      1 node-0060
          41160930    shared       $1    mehul  R      11:01      1 node-0054
          41160931    shared       $1    mehul  R      11:01      1 node-0054
          41160932    shared       $1    mehul  R      11:01      1 node-0054
          41160933    shared       $1    mehul  R      11:01      1 node-0054
          41160934    shared       $1    mehul  R      11:01      1 node-0054
          41160935    shared       $1    mehul  R      11:01      1 node-0054
          41160936    shared       $1    mehul  R      11:01      1 node-0054
          41160937    shared       $1    mehul  R      11:01      1 node-0054
          41160938    shared       $1    mehul  R      11:01      1 node-0054
          41160939    shared       $1    mehul  R      11:01      1 node-0054
          41160940    shared       $1    mehul  R      11:01      1 node-0054
          41160941    shared       $1    mehul  R      11:01      1 node-0054
          41160942    shared       $1    mehul  R      11:01      1 node-0056
          41160943    shared       $1    mehul  R      11:01      1 node-0056
          41160944    shared       $1    mehul  R      11:01      1 node-0056
          41160945    shared       $1    mehul  R      11:01      1 node-0056
          41160946    shared       $1    mehul  R      11:01      1 node-0056
          41160947    shared       $1    mehul  R      11:01      1 node-0056
          41160948    shared       $1    mehul  R      11:01      1 node-0056
          41160949    shared       $1    mehul  R      11:01      1 node-0056
          41160950    shared       $1    mehul  R      11:01      1 node-0056
          41160951    shared       $1    mehul  R      11:01      1 node-0056
          41160952    shared       $1    mehul  R      11:01      1 node-0056
          41160953    shared       $1    mehul  R      11:01      1 node-0056
          41160954    shared       $1    mehul  R      11:01      1 node-0056
          41160955    shared       $1    mehul  R      11:01      1 node-0056
          41160956    shared       $1    mehul  R      11:01      1 node-0056
          41160957    shared       $1    mehul  R      11:01      1 node-0056
          41160958    shared       $1    mehul  R      11:01      1 node-0056
          41160959    shared       $1    mehul  R      11:01      1 node-0056
          41160960    shared       $1    mehul  R      11:01      1 node-0056
          41160961    shared       $1    mehul  R      11:01      1 node-0057
          41160962    shared       $1    mehul  R      11:01      1 node-0057
          41160963    shared       $1    mehul  R      11:01      1 node-0057
          41160964    shared       $1    mehul  R      11:01      1 node-0057
          41160965    shared       $1    mehul  R      11:01      1 node-0057
          41160966    shared       $1    mehul  R      11:01      1 node-0057
          41160967    shared       $1    mehul  R      11:01      1 node-0057
          41160969    shared       $1    mehul  R      11:01      1 node-0057
          41160970    shared       $1    mehul  R      11:01      1 node-0057
          41160971    shared       $1    mehul  R      11:01      1 node-0057
          41160972    shared       $1    mehul  R      11:01      1 node-0057
          41160973    shared       $1    mehul  R      11:01      1 node-0057
          41160974    shared       $1    mehul  R      11:01      1 node-0057
          41160975    shared       $1    mehul  R      11:01      1 node-0057
          41160977    shared       $1    mehul  R      11:01      1 node-0057
          41160978    shared       $1    mehul  R      11:01      1 node-0057
          41160979    shared       $1    mehul  R      11:01      1 node-0057
          41160980    shared       $1    mehul  R      11:01      1 node-0058
          41160981    shared       $1    mehul  R      11:01      1 node-0058
          41160982    shared       $1    mehul  R      11:01      1 node-0058
          41160983    shared       $1    mehul  R      11:01      1 node-0058
          41160985    shared       $1    mehul  R      11:01      1 node-0058
          41160986    shared       $1    mehul  R      11:01      1 node-0058
          41160987    shared       $1    mehul  R      11:01      1 node-0058
          41160870    shared       $1    mehul  R      11:04      1 node-0091
          41160871    shared       $1    mehul  R      11:04      1 node-0091
          41160872    shared       $1    mehul  R      11:04      1 node-0091
          41160873    shared       $1    mehul  R      11:04      1 node-0091
          41160874    shared       $1    mehul  R      11:04      1 node-0091
          41160875    shared       $1    mehul  R      11:04      1 node-0091
          41160876    shared       $1    mehul  R      11:04      1 node-0091
          41160877    shared       $1    mehul  R      11:04      1 node-0091
          41160878    shared       $1    mehul  R      11:04      1 node-0091
          41160879    shared       $1    mehul  R      11:04      1 node-0091
          41160880    shared       $1    mehul  R      11:04      1 node-0091
          41160881    shared       $1    mehul  R      11:04      1 node-0091
          41160882    shared       $1    mehul  R      11:04      1 node-0091
          41160883    shared       $1    mehul  R      11:04      1 node-0091
          41160884    shared       $1    mehul  R      11:04      1 node-0091
          41160885    shared       $1    mehul  R      11:04      1 node-0091
          41160886    shared       $1    mehul  R      11:04      1 node-0091
          41160887    shared       $1    mehul  R      11:04      1 node-0091
          41160888    shared       $1    mehul  R      11:04      1 node-0092
          41160889    shared       $1    mehul  R      11:04      1 node-0092
          41160890    shared       $1    mehul  R      11:04      1 node-0092
          41160891    shared       $1    mehul  R      11:04      1 node-0092
          41160892    shared       $1    mehul  R      11:04      1 node-0092
          41160893    shared       $1    mehul  R      11:04      1 node-0092
          41160894    shared       $1    mehul  R      11:04      1 node-0092
          41160895    shared       $1    mehul  R      11:04      1 node-0092
          41160896    shared       $1    mehul  R      11:04      1 node-0092
          41160897    shared       $1    mehul  R      11:04      1 node-0092
          41160898    shared       $1    mehul  R      11:04      1 node-0092
          41160899    shared       $1    mehul  R      11:04      1 node-0092
          41160900    shared       $1    mehul  R      11:04      1 node-0092
          41160901    shared       $1    mehul  R      11:04      1 node-0092
          41160902    shared       $1    mehul  R      11:04      1 node-0092
          41160903    shared       $1    mehul  R      11:04      1 node-0092
          41160904    shared       $1    mehul  R      11:04      1 node-0092
          41160905    shared       $1    mehul  R      11:04      1 node-0092
          41160906    shared       $1    mehul  R      11:04      1 node-0092
          41160907    shared       $1    mehul  R      11:04      1 node-0053
          41160908    shared       $1    mehul  R      11:04      1 node-0053
          41160909    shared       $1    mehul  R      11:04      1 node-0053
          41160910    shared       $1    mehul  R      11:04      1 node-0053
          41160911    shared       $1    mehul  R      11:04      1 node-0053
          41160912    shared       $1    mehul  R      11:04      1 node-0053
          41160913    shared       $1    mehul  R      11:04      1 node-0055
          41160914    shared       $1    mehul  R      11:04      1 node-0055
          41160915    shared       $1    mehul  R      11:04      1 node-0055
          41160916    shared       $1    mehul  R      11:04      1 node-0055
          41160917    shared       $1    mehul  R      11:04      1 node-0055
          41160918    shared       $1    mehul  R      11:04      1 node-0055
          41160919    shared       $1    mehul  R      11:04      1 node-0055
          41160920    shared       $1    mehul  R      11:04      1 node-0055
          41160921    shared       $1    mehul  R      11:04      1 node-0055
          41160922    shared       $1    mehul  R      11:04      1 node-0055
          41160923    shared       $1    mehul  R      11:04      1 node-0054
          41160924    shared       $1    mehul  R      11:04      1 node-0054
          41160925    shared       $1    mehul  R      11:04      1 node-0054
          41160926    shared       $1    mehul  R      11:04      1 node-0054
          41160927    shared       $1    mehul  R      11:04      1 node-0054
          41160928    shared       $1    mehul  R      11:04      1 node-0054
          41160929    shared       $1    mehul  R      11:04      1 node-0054
          41160815    shared       $1    mehul  R      11:07      1 node-0088
          41160816    shared       $1    mehul  R      11:07      1 node-0088
          41160817    shared       $1    mehul  R      11:07      1 node-0088
          41160818    shared       $1    mehul  R      11:07      1 node-0088
          41160819    shared       $1    mehul  R      11:07      1 node-0088
          41160820    shared       $1    mehul  R      11:07      1 node-0088
          41160821    shared       $1    mehul  R      11:07      1 node-0088
          41160822    shared       $1    mehul  R      11:07      1 node-0088
          41160823    shared       $1    mehul  R      11:07      1 node-0088
          41160824    shared       $1    mehul  R      11:07      1 node-0088
          41160825    shared       $1    mehul  R      11:07      1 node-0088
          41160826    shared       $1    mehul  R      11:07      1 node-0088
          41160827    shared       $1    mehul  R      11:07      1 node-0088
          41160828    shared       $1    mehul  R      11:07      1 node-0088
          41160829    shared       $1    mehul  R      11:07      1 node-0088
          41160830    shared       $1    mehul  R      11:07      1 node-0088
          41160831    shared       $1    mehul  R      11:07      1 node-0089
          41160832    shared       $1    mehul  R      11:07      1 node-0089
          41160833    shared       $1    mehul  R      11:07      1 node-0089
          41160834    shared       $1    mehul  R      11:07      1 node-0089
          41160835    shared       $1    mehul  R      11:07      1 node-0089
          41160836    shared       $1    mehul  R      11:07      1 node-0089
          41160837    shared       $1    mehul  R      11:07      1 node-0089
          41160838    shared       $1    mehul  R      11:07      1 node-0089
          41160839    shared       $1    mehul  R      11:07      1 node-0089
          41160840    shared       $1    mehul  R      11:07      1 node-0089
          41160841    shared       $1    mehul  R      11:07      1 node-0089
          41160842    shared       $1    mehul  R      11:07      1 node-0089
          41160843    shared       $1    mehul  R      11:07      1 node-0089
          41160844    shared       $1    mehul  R      11:07      1 node-0089
          41160845    shared       $1    mehul  R      11:07      1 node-0089
          41160846    shared       $1    mehul  R      11:07      1 node-0089
          41160847    shared       $1    mehul  R      11:07      1 node-0089
          41160848    shared       $1    mehul  R      11:07      1 node-0089
          41160849    shared       $1    mehul  R      11:07      1 node-0089
          41160850    shared       $1    mehul  R      11:07      1 node-0090
          41160851    shared       $1    mehul  R      11:07      1 node-0090
          41160852    shared       $1    mehul  R      11:07      1 node-0090
          41160853    shared       $1    mehul  R      11:07      1 node-0090
          41160854    shared       $1    mehul  R      11:07      1 node-0090
          41160855    shared       $1    mehul  R      11:07      1 node-0090
          41160856    shared       $1    mehul  R      11:07      1 node-0090
          41160857    shared       $1    mehul  R      11:07      1 node-0090
          41160858    shared       $1    mehul  R      11:07      1 node-0090
          41160859    shared       $1    mehul  R      11:07      1 node-0090
          41160860    shared       $1    mehul  R      11:07      1 node-0090
          41160861    shared       $1    mehul  R      11:07      1 node-0090
          41160862    shared       $1    mehul  R      11:07      1 node-0090
          41160863    shared       $1    mehul  R      11:07      1 node-0090
          41160864    shared       $1    mehul  R      11:07      1 node-0090
          41160865    shared       $1    mehul  R      11:07      1 node-0090
          41160866    shared       $1    mehul  R      11:07      1 node-0090
          41160867    shared       $1    mehul  R      11:07      1 node-0090
          41160868    shared       $1    mehul  R      11:07      1 node-0090
          41160869    shared       $1    mehul  R      11:07      1 node-0091
          41160757    shared       $1    mehul  R      11:10      1 node-0085
          41160758    shared       $1    mehul  R      11:10      1 node-0085
          41160759    shared       $1    mehul  R      11:10      1 node-0085
          41160760    shared       $1    mehul  R      11:10      1 node-0085
          41160761    shared       $1    mehul  R      11:10      1 node-0085
          41160762    shared       $1    mehul  R      11:10      1 node-0085
          41160763    shared       $1    mehul  R      11:10      1 node-0085
          41160765    shared       $1    mehul  R      11:10      1 node-0085
          41160766    shared       $1    mehul  R      11:10      1 node-0085
          41160767    shared       $1    mehul  R      11:10      1 node-0085
          41160768    shared       $1    mehul  R      11:10      1 node-0085
          41160769    shared       $1    mehul  R      11:10      1 node-0085
          41160771    shared       $1    mehul  R      11:10      1 node-0085
          41160772    shared       $1    mehul  R      11:10      1 node-0085
          41160773    shared       $1    mehul  R      11:10      1 node-0085
          41160774    shared       $1    mehul  R      11:10      1 node-0086
          41160776    shared       $1    mehul  R      11:10      1 node-0086
          41160778    shared       $1    mehul  R      11:10      1 node-0086
          41160780    shared       $1    mehul  R      11:10      1 node-0086
          41160781    shared       $1    mehul  R      11:10      1 node-0086
          41160782    shared       $1    mehul  R      11:10      1 node-0086
          41160789    shared       $1    mehul  R      11:10      1 node-0086
          41160790    shared       $1    mehul  R      11:10      1 node-0086
          41160791    shared       $1    mehul  R      11:10      1 node-0086
          41160794    shared       $1    mehul  R      11:10      1 node-0087
          41160795    shared       $1    mehul  R      11:10      1 node-0087
          41160796    shared       $1    mehul  R      11:10      1 node-0087
          41160797    shared       $1    mehul  R      11:10      1 node-0087
          41160798    shared       $1    mehul  R      11:10      1 node-0087
          41160799    shared       $1    mehul  R      11:10      1 node-0087
          41160802    shared       $1    mehul  R      11:10      1 node-0087
          41160804    shared       $1    mehul  R      11:10      1 node-0087
          41160805    shared       $1    mehul  R      11:10      1 node-0087
          41160806    shared       $1    mehul  R      11:10      1 node-0087
          41160807    shared       $1    mehul  R      11:10      1 node-0087
          41160808    shared       $1    mehul  R      11:10      1 node-0087
          41160809    shared       $1    mehul  R      11:10      1 node-0087
          41160810    shared       $1    mehul  R      11:10      1 node-0087
          41160811    shared       $1    mehul  R      11:10      1 node-0087
          41160812    shared       $1    mehul  R      11:10      1 node-0088
          41160813    shared       $1    mehul  R      11:10      1 node-0088
          41160814    shared       $1    mehul  R      11:10      1 node-0088
          41160694    shared       $1    mehul  R      11:13      1 node-0096
          41160695    shared       $1    mehul  R      11:13      1 node-0097
          41160696    shared       $1    mehul  R      11:13      1 node-0097
          41160697    shared       $1    mehul  R      11:13      1 node-0097
          41160698    shared       $1    mehul  R      11:13      1 node-0097
          41160699    shared       $1    mehul  R      11:13      1 node-0097
          41160700    shared       $1    mehul  R      11:13      1 node-0097
          41160701    shared       $1    mehul  R      11:13      1 node-0097
          41160702    shared       $1    mehul  R      11:13      1 node-0097
          41160703    shared       $1    mehul  R      11:13      1 node-0097
          41160704    shared       $1    mehul  R      11:13      1 node-0097
          41160705    shared       $1    mehul  R      11:13      1 node-0097
          41160706    shared       $1    mehul  R      11:13      1 node-0097
          41160707    shared       $1    mehul  R      11:13      1 node-0097
          41160708    shared       $1    mehul  R      11:13      1 node-0097
          41160709    shared       $1    mehul  R      11:13      1 node-0097
          41160710    shared       $1    mehul  R      11:13      1 node-0097
          41160711    shared       $1    mehul  R      11:13      1 node-0097
          41160712    shared       $1    mehul  R      11:13      1 node-0097
          41160713    shared       $1    mehul  R      11:13      1 node-0097
          41160714    shared       $1    mehul  R      11:13      1 node-0098
          41160715    shared       $1    mehul  R      11:13      1 node-0098
          41160716    shared       $1    mehul  R      11:13      1 node-0098
          41160717    shared       $1    mehul  R      11:13      1 node-0098
          41160718    shared       $1    mehul  R      11:13      1 node-0098
          41160719    shared       $1    mehul  R      11:13      1 node-0098
          41160720    shared       $1    mehul  R      11:13      1 node-0098
          41160721    shared       $1    mehul  R      11:13      1 node-0098
          41160722    shared       $1    mehul  R      11:13      1 node-0098
          41160723    shared       $1    mehul  R      11:13      1 node-0098
          41160724    shared       $1    mehul  R      11:13      1 node-0098
          41160725    shared       $1    mehul  R      11:13      1 node-0098
          41160726    shared       $1    mehul  R      11:13      1 node-0098
          41160727    shared       $1    mehul  R      11:13      1 node-0098
          41160728    shared       $1    mehul  R      11:13      1 node-0098
          41160729    shared       $1    mehul  R      11:13      1 node-0098
          41160730    shared       $1    mehul  R      11:13      1 node-0098
          41160731    shared       $1    mehul  R      11:13      1 node-0098
          41160732    shared       $1    mehul  R      11:13      1 node-0098
          41160733    shared       $1    mehul  R      11:13      1 node-0099
          41160734    shared       $1    mehul  R      11:13      1 node-0099
          41160735    shared       $1    mehul  R      11:13      1 node-0099
          41160736    shared       $1    mehul  R      11:13      1 node-0099
          41160737    shared       $1    mehul  R      11:13      1 node-0099
          41160738    shared       $1    mehul  R      11:13      1 node-0099
          41160739    shared       $1    mehul  R      11:13      1 node-0099
          41160740    shared       $1    mehul  R      11:13      1 node-0099
          41160741    shared       $1    mehul  R      11:13      1 node-0099
          41160742    shared       $1    mehul  R      11:13      1 node-0099
          41160743    shared       $1    mehul  R      11:13      1 node-0099
          41160744    shared       $1    mehul  R      11:13      1 node-0099
          41160745    shared       $1    mehul  R      11:13      1 node-0099
          41160746    shared       $1    mehul  R      11:13      1 node-0099
          41160747    shared       $1    mehul  R      11:13      1 node-0099
          41160748    shared       $1    mehul  R      11:13      1 node-0099
          41160749    shared       $1    mehul  R      11:13      1 node-0099
          41160750    shared       $1    mehul  R      11:13      1 node-0099
          41160751    shared       $1    mehul  R      11:13      1 node-0099
          41160752    shared       $1    mehul  R      11:13      1 node-0082
          41160753    shared       $1    mehul  R      11:13      1 node-0083
          41160754    shared       $1    mehul  R      11:13      1 node-0084
          41160755    shared       $1    mehul  R      11:13      1 node-0085
          41160756    shared       $1    mehul  R      11:13      1 node-0085
          41160650    shared       $1    mehul  R      11:16      1 node-0332
          41160651    shared       $1    mehul  R      11:16      1 node-0332
          41160652    shared       $1    mehul  R      11:16      1 node-0332
          41160653    shared       $1    mehul  R      11:16      1 node-0332
          41160654    shared       $1    mehul  R      11:16      1 node-0332
          41160655    shared       $1    mehul  R      11:16      1 node-0047
          41160656    shared       $1    mehul  R      11:16      1 node-0047
          41160657    shared       $1    mehul  R      11:16      1 node-0047
          41160658    shared       $1    mehul  R      11:16      1 node-0047
          41160659    shared       $1    mehul  R      11:16      1 node-0047
          41160660    shared       $1    mehul  R      11:16      1 node-0047
          41160661    shared       $1    mehul  R      11:16      1 node-0047
          41160662    shared       $1    mehul  R      11:16      1 node-0047
          41160663    shared       $1    mehul  R      11:16      1 node-0047
          41160664    shared       $1    mehul  R      11:16      1 node-0047
          41160665    shared       $1    mehul  R      11:16      1 node-0047
          41160666    shared       $1    mehul  R      11:16      1 node-0047
          41160667    shared       $1    mehul  R      11:16      1 node-0047
          41160668    shared       $1    mehul  R      11:16      1 node-0047
          41160669    shared       $1    mehul  R      11:16      1 node-0047
          41160670    shared       $1    mehul  R      11:16      1 node-0047
          41160671    shared       $1    mehul  R      11:16      1 node-0047
          41160672    shared       $1    mehul  R      11:16      1 node-0047
          41160673    shared       $1    mehul  R      11:16      1 node-0047
          41160674    shared       $1    mehul  R      11:16      1 node-0095
          41160675    shared       $1    mehul  R      11:16      1 node-0095
          41160676    shared       $1    mehul  R      11:16      1 node-0096
          41160677    shared       $1    mehul  R      11:16      1 node-0096
          41160678    shared       $1    mehul  R      11:16      1 node-0096
          41160679    shared       $1    mehul  R      11:16      1 node-0096
          41160680    shared       $1    mehul  R      11:16      1 node-0096
          41160681    shared       $1    mehul  R      11:16      1 node-0096
          41160682    shared       $1    mehul  R      11:16      1 node-0096
          41160683    shared       $1    mehul  R      11:16      1 node-0096
          41160684    shared       $1    mehul  R      11:16      1 node-0096
          41160685    shared       $1    mehul  R      11:16      1 node-0096
          41160686    shared       $1    mehul  R      11:16      1 node-0096
          41160687    shared       $1    mehul  R      11:16      1 node-0096
          41160688    shared       $1    mehul  R      11:16      1 node-0096
          41160689    shared       $1    mehul  R      11:16      1 node-0096
          41160690    shared       $1    mehul  R      11:16      1 node-0096
          41160691    shared       $1    mehul  R      11:16      1 node-0096
          41160692    shared       $1    mehul  R      11:16      1 node-0096
          41160693    shared       $1    mehul  R      11:16      1 node-0096
          41160648    shared       $1    mehul  R      11:18      1 node-0332
          41160642    shared       $1    mehul  R      11:19      1 node-0024
          41139927    shared  B-N-C-1  mrinmoy  R   15:07:11      1 node-0284
          41128634    shared    CNH-1  mrinmoy  R 1-11:18:34      1 node-0289
          41100830    shared TWA13S-6 caflores  R 2-10:48:39      1 node-0283
          41100781    shared TWA13S-5 caflores  R 2-10:40:39      1 node-0174
          41100739    shared TWA13S-4 caflores  R   17:42:46      1 node-0081
          41127388    shared Mc10apar jschierj  R 1-15:09:55      1 node-0287
          41127376    shared Mc10apar jschierj  R 1-16:11:27      1 node-0332
          41127344    shared Mc0apart jschierj  R 1-16:35:46      1 node-0295
          41127341    shared Mc14apar jschierj  R 1-16:38:09      1 node-0282
      41129656_101    shared g4ds_cyl victorgc  R   19:25:50      1 node-0049
      41129656_102    shared g4ds_cyl victorgc  R   19:25:50      1 node-0049
      41129656_103    shared g4ds_cyl victorgc  R   19:25:50      1 node-0049
      41129656_104    shared g4ds_cyl victorgc  R   19:25:50      1 node-0049
      41129656_105    shared g4ds_cyl victorgc  R   19:25:50      1 node-0049
      41129656_106    shared g4ds_cyl victorgc  R   19:25:50      1 node-0049
      41129656_107    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_108    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_109    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_110    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_111    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_112    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_113    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_114    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_115    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_116    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_117    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_118    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_119    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_120    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_121    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_122    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_123    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_124    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_125    shared g4ds_cyl victorgc  R   19:25:50      1 node-0050
      41129656_126    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_127    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_128    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_129    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_130    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_131    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_132    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_133    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_134    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_135    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_136    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_137    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_138    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_139    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_140    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_141    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_142    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_143    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_144    shared g4ds_cyl victorgc  R   19:25:50      1 node-0051
      41129656_145    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_146    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_147    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_148    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_149    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_150    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_151    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_152    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_153    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_154    shared g4ds_cyl victorgc  R   19:25:50      1 node-0100
      41129656_155    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_156    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_157    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_158    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_159    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_160    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_161    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_162    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_163    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_164    shared g4ds_cyl victorgc  R   19:25:50      1 node-0101
      41129656_165    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_166    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_167    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_168    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_169    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_170    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_171    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_172    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
      41129656_173    shared g4ds_cyl victorgc  R   19:25:50      1 node-0094
