filename,object,H,a (au),e,i (deg),JD of observation,RA (deg),Dec (deg),image ID,chip ID w/ trail,exposure time (s),time since last exposure (s),filter,g obs,r obs,i obs,"calculated rate of motion @ exp. time: dRA/dt, dDEC/dt [arcsec/min]",,tracking rates,,trail start location,,trail end location,,cross-track FWHM,"notes (e.g. image quality, confusion w/ star, etc.)"
1891531o22.flt,2016 CE3,18.4,2.58,0.11,2.93,2457422.8660000,107.09075,48.924861,1891531,22,60,173,r.MP9602,0,1,0,-0.6007166667,0.1792643333,,,1474,3380,1459,3495,,
1891532o22.flt,2016 CE3,18.4,2.58,0.11,2.93,2457422.8670000,107.004125,48.936556,1891532,22,60,86,r.MP9602,0,1,0,-0.6008116667,0.1792305,,,1509,3166,1488,3282,,intersects stars + col of dead pixels
1891533o22.flt,2016 CE3,18.4,2.58,0.11,2.93,2457422.8700000,106.856958,48.956444,1891533,22,60,259,i.MP9703,0,0,1,-0.6009716667,0.1791725,,,1565,2795,1545,2914,,
1891534o22.flt,2016 CE3,18.4,2.58,0.11,2.93,2457422.8710000,106.770375,48.968139,1891534,22,60,86,i.MP9703,0,0,1,-0.6010633333,0.1791383333,,,1599,2578,1580,2696,,
1891851o13.flt,2016 CG18,28.5,1.06,0.12,5.31,2457424.0723509,184.595958,48.676056,1891851,13,60,0,g.MP9402,1,0,0,33.06183333,-26.10966667,,,1243,2115,1241,2291,,
1891852o13.flt,2016 CG18,28.5,1.06,0.12,5.31,2457424.0736213,184.62125,48.646,1891852,13,60,110,g.MP9402,1,0,0,33.12868333,-26.25833333,,,1252,1796,1248,1971,,intersects star
1891853o13.flt,2016 CG18,28.5,1.06,0.12,5.31,2457424.0757512,184.663458,48.595722,1891853,13,60,184,r.MP9602,0,1,0,33.24283333,-26.50866667,,,1261,1262,1257,1436,,intersects star
1891854o13.flt,2016 CG18,28.5,1.06,0.12,5.31,2457424.0770227,184.688708,48.565694,1891854,13,60,110,r.MP9602,0,1,0,33.31223333,-26.65866667,,,1266,947,1263,1120,,
1891855o13.flt,2016 CG18,28.5,1.06,0.12,5.31,2457424.0792111,184.732125,48.514056,1891855,13,60,189,i.MP9703,0,0,1,33.43386667,-26.918,,,1280,406,1276,577,,
1891856o13.flt,2016 CG18,28.5,1.06,0.12,5.31,2457424.0804826,184.757333,48.484,1891856,13,60,110,i.MP9703,0,0,1,33.5058,-27.06933333,,,1288,95,1284,265,,
1894001o04.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9907719,158.412375,65.902056,1894001,04,60,0,g.MP9402,1,0,0,11.360895,1.095683167,,,,,,,,couldnt find
1894002o04.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9920430,158.450375,65.910806,1894002,04,60,110,g.MP9402,1,0,0,11.343925,1.0954825,,,,,,,,couldnt find
1894003o04.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9941733,158.513958,65.925444,1894003,04,60,184,r.MP9602,0,1,0,11.31546167,1.09511,,,1514,4548,1512,4579,,
1894004o04.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9954433,158.551958,65.934194,1894004,04,60,110,r.MP9602,0,1,0,11.29848167,1.094866333,,,1525,4494,1517,4525,,
1894005o04.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9976264,158.616917,65.949139,1894005,04,60,189,i.MP9703,0,0,1,11.26927167,1.094409333,,,1540,4401,1535,4431,,
1894006o04.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9988976,158.654875,65.957889,1894006,04,60,110,i.MP9703,0,0,1,11.25225167,1.094121,,,1549,4348,1546,4376,,
1894001o13.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9907719,158.412375,65.902056,1894001,13,60,0,g.MP9402,1,0,0,11.360895,1.095683167,,,,,,,,on chip 4
1894002o13.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9920430,158.450375,65.910806,1894002,13,60,110,g.MP9402,1,0,0,11.343925,1.0954825,,,,,,,,
1894003o13.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9941733,158.513958,65.925444,1894003,13,60,184,r.MP9602,0,1,0,11.31546167,1.09511,,,,,,,,
1894004o13.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9954433,158.551958,65.934194,1894004,13,60,110,r.MP9602,0,1,0,11.29848167,1.094866333,,,,,,,,
1894005o13.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9976264,158.616917,65.949139,1894005,13,60,189,i.MP9703,0,0,1,11.26927167,1.094409333,,,,,,,,
1894006o13.flt,2016 CK31,27.1,1.32,0.29,6.88,2457432.9988976,158.654875,65.957889,1894006,13,60,110,i.MP9703,0,0,1,11.25225167,1.094121,,,,,,,,
1893340o13.flt,2016 CW30,26.7,1.47,0.46,0.97,2457430.0639999,197.311625,57.507694,1893340,13,60,0,g.MP9402,1,0,0,54.90265,13.5936,,,1162,1794,1160,1848,,
1893341o13.flt,2016 CW30,26.7,1.47,0.46,0.97,2457430.0652704,197.363417,57.509361,1893341,13,60,110,g.MP9402,1,0,0,54.94493333,13.54356833,,,1164,1694,1163,1749,,
1893342o13.flt,2016 CW30,26.7,1.47,0.46,0.97,2457430.0673924,197.449583,57.512111,1893342,13,60,183,r.MP9602,0,1,0,55.01581667,13.45969833,,,1172,1530,1170,1583,,
1893343o13.flt,2016 CW30,26.7,1.47,0.46,0.97,2457430.0686632,197.501333,57.513778,1893343,13,60,110,r.MP9602,0,1,0,55.05841667,13.40928667,,,1176,1433,1174,1487,,
1893344o13.flt,2016 CW30,26.7,1.47,0.46,0.97,2457430.0708590,197.590292,57.516639,1893344,13,60,190,i.MP9703,0,0,1,55.13226667,13.32186,,,1186,1262,1184,1315,,
1893345o13.flt,2016 CW30,26.7,1.47,0.46,0.97,2457430.0721300,197.642083,57.51825,1893345,13,60,110,i.MP9703,0,0,1,55.17516667,13.27106833,,,1194,1165,1188,1218,,
1910100o13.flt,2016 EL157,27.1,1.95,0.53,7.19,2457463.9247533,171.991083,-6.070194,1910100,13,60,0,g.MP9402,1,0,0,31.62965,6.832241667,,,1098,2465,1102,2547,,intersects star
1910101o13.flt,2016 EL157,27.1,1.95,0.53,7.19,2457463.9260216,171.996667,-6.061528,1910101,13,60,110,g.MP9402,1,0,0,31.64888333,6.838388333,,,1102,2619,1102,2708,,
1910102o13.flt,2016 EL157,27.1,1.95,0.53,7.19,2457463.9281349,172.005875,-6.047167,1910102,13,60,183,r.MP9602,0,1,0,31.68123333,6.848636667,,,1104,2882,1104,2969,,
1910103o13.flt,2016 EL157,27.1,1.95,0.53,7.19,2457463.9294025,172.0115,-6.0385,1910103,13,60,110,r.MP9602,0,1,0,31.7008,6.854788333,,,1100,3043,1098,3128,,
1910104o13.flt,2016 EL157,27.1,1.95,0.53,7.19,2457463.9316007,172.021125,-6.023528,1910104,13,60,190,i.MP9703,0,0,1,31.73503333,6.865465,,,1100,3320,1099,3405,,
1910105o13.flt,2016 EL157,27.1,1.95,0.53,7.19,2457463.9328686,172.026667,-6.014944,1910105,13,60,110,i.MP9703,0,0,1,31.75496667,6.87163,,,1098,3563,1097,3779,,
1910106o13.flt,2016 EN156,27.8,1.31,0.30,3.75,2457463.9353274,172.037917,-6.086222,1910106,13,60,0,g.MP9402,1,0,0,10.94233167,0.6855823333,,,1090,2127,1090,2204,,
1910107o13.flt,2016 EN156,27.8,1.31,0.30,3.75,2457463.9366841,172.043958,-6.077889,1910107,13,60,117,g.MP9402,1,0,0,10.95302667,0.6886433333,,,1088,2273,1088,2355,,
1910108o13.flt,2016 EN156,27.8,1.31,0.30,3.75,2457463.9389383,172.053875,-6.064222,1910108,13,60,195,r.MP9602,0,1,0,10.97123333,0.6937343333,,,1086,2526,1085,2603,,
1910109o13.flt,2016 EN156,27.8,1.31,0.30,3.75,2457463.9402065,172.0595,-6.056472,1910109,13,60,110,r.MP9602,0,1,0,10.981715,0.6966008333,,,1086,2665,1084,2742,,
1910110o13.flt,2016 EN156,27.8,1.31,0.30,3.75,2457463.9424620,172.0695,-6.04275,1910110,13,60,195,i.MP9703,0,0,1,11.000785,0.7017028333,,,1083,2617,1083,2989,,
1910111o13.flt,2016 EN156,27.8,1.31,0.30,3.75,2457463.9437976,172.075375,-6.034667,1910111,13,60,115,i.MP9703,0,0,1,11.012335,0.704726,,,1078,3075,1078,3140,,intersects star
1909604o04.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8700624,144.423083,30.531833,1909604,04,60,0,g.MP9402,1,0,0,-9.928566667,16.04298,,,,,,,,
1909605o04.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8713336,144.417167,30.53375,1909605,04,60,110,g.MP9402,1,0,0,-9.921883333,16.01319833,,,,,,,,
1909606o04.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8735071,144.407125,30.537,1909606,04,60,188,r.MP9602,0,1,0,-9.909666667,15.96231667,,,,,,,,
1909607o04.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8747784,144.40125,30.538917,1909607,04,60,110,r.MP9602,0,1,0,-9.90205,15.93258,,,,,,,,
1909608o04.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8769689,144.391125,30.542194,1909608,04,60,189,i.MP9703,0,0,1,-9.8881,15.88139667,,,1127,4528,1126,4592,,
1909609o04.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8782404,144.385208,30.544111,1909609,04,60,110,i.MP9703,0,0,1,-9.879533333,15.85171833,,,1125,4408,1125,4473,,
1909604o13.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8700624,144.423083,30.531833,1909604,13,60,0,g.MP9402,1,0,0,-9.928566667,16.04298,,,1126,141,1124,208,,
1909605o13.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8713336,144.417167,30.53375,1909605,13,60,110,g.MP9402,1,0,0,-9.921883333,16.01319833,,,1125,21,1123,86,,
1909606o13.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8735071,144.407125,30.537,1909606,13,60,188,r.MP9602,0,1,0,-9.909666667,15.96231667,,,,,,,,
1909607o13.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8747784,144.40125,30.538917,1909607,13,60,110,r.MP9602,0,1,0,-9.90205,15.93258,,,,,,,,
1909608o13.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8769689,144.391125,30.542194,1909608,13,60,189,i.MP9703,0,0,1,-9.8881,15.88139667,,,,,,,,
1909609o13.flt,2016 EU84,29,0.92,0.10,3.35,2457459.8782404,144.385208,30.544111,1909609,13,60,110,i.MP9703,0,0,1,-9.879533333,15.85171833,,,,,,,,
1909610o22.flt,2016 EV84,26.7,0.87,0.18,13.62,2457459.8810842,155.430583,6.038222,1909610,22,60,0,g.MP9402,1,0,0,-25.25983333,-20.16666667,,,1043,3730,1045,3816,,
1909611o22.flt,2016 EV84,26.7,0.87,0.18,13.62,2457459.8823538,155.417667,6.03625,1909611,22,60,110,g.MP9402,1,0,0,-25.25483333,-20.1645,,,1039,3575,1042,3659,,
1909612o22.flt,2016 EV84,26.7,0.87,0.18,13.62,2457459.8845066,155.39575,6.032889,1909612,22,60,186,r.MP9602,0,1,0,-25.24583333,-20.16083333,,,1040,3307,1043,3392,,
1909613o22.flt,2016 EV84,26.7,0.87,0.18,13.62,2457459.8857749,155.382708,6.030917,1909613,22,60,110,r.MP9602,0,1,0,-25.2405,-20.15866667,,,1040,3149,1039,3234,,
1909614o22.flt,2016 EV84,26.7,0.87,0.18,13.62,2457459.8879445,155.360625,6.027528,1909614,22,60,187,i.MP9703,0,0,1,-25.231,-20.155,,,1036,2877,1038,2961,,
1909615o22.flt,2016 EV84,26.7,0.87,0.18,13.62,2457459.8892153,155.347667,6.025556,1909615,22,60,110,i.MP9703,0,0,1,-25.22516667,-20.15283333,,,1037,2717,1041,2802,,
1916803o13.flt,2016 FF14,27.1,1.75,0.49,1.35,2457481.0515822,201.45425,-10.113278,1916803,13,60,0,g.MP9402,1,0,0,4.107736667,-4.104483333,,,1111,979,1112,1026,,
1916804o13.flt,2016 FF14,27.1,1.75,0.49,1.35,2457481.0528474,201.456333,-10.119417,1916804,13,60,109,g.MP9402,1,0,0,4.111343333,-4.1007,,,1111,895,1111,939,,
1916805o13.flt,2016 FF14,27.1,1.75,0.49,1.35,2457481.0549578,201.459792,-10.12975,1916805,13,60,182,r.MP9602,0,1,0,4.117508333,-4.094416667,,,1110,756,1111,802,,
1916806o13.flt,2016 FF14,27.1,1.75,0.49,1.35,2457481.0562233,201.461875,-10.135972,1916806,13,60,109,r.MP9602,0,1,0,4.121295,-4.09065,,,1115,670,1111,717,,
1916807o13.flt,2016 FF14,27.1,1.75,0.49,1.35,2457481.0592610,201.466875,-10.150806,1916807,13,60,262,i.MP9703,0,0,1,4.130651667,-4.081683333,,,1113,468,1115,514,,example of crooked - bad tracking?
1916808o13.flt,2016 FF14,27.1,1.75,0.49,1.35,2457481.0605260,201.468958,-10.157,1916808,13,60,109,i.MP9703,0,0,1,4.134658333,-4.07795,,,1115,384,1111,428,,
1916809o13.flt,2016 FF14,27.1,1.75,0.49,1.35,2457481.0617921,201.471042,-10.163194,1916809,13,60,109,i.MP9703,0,0,1,4.138733333,-4.07425,,,1119,305,1117,342,,
1917066o13.flt,2016 GE1,26.7,2.10,0.53,10.77,2457482.9153356,185.185625,28.541972,1917066,13,60,0,g.MP9402,1,0,0,19.97688333,-53.39633333,,,1105,3122,1105,3215,,
1917067o13.flt,2016 GE1,26.7,2.10,0.53,10.77,2457482.9166056,185.196958,28.52375,1917067,13,60,110,g.MP9402,1,0,0,20.00915,-53.51416667,,,1105,3291,1108,3385,,
1917068o13.flt,2016 GE1,26.7,2.10,0.53,10.77,2457482.9195703,185.22375,28.48075,1917068,13,60,256,r.MP9602,0,1,0,20.08595,-53.79,,,1109,3697,1111,3792,,
1917069o13.flt,2016 GE1,26.7,2.10,0.53,10.77,2457482.9208395,185.235042,28.462528,1917069,13,60,110,r.MP9602,0,1,0,20.11946667,-53.9085,,,1113,3870,1113,3968,,
1917070o13.flt,2016 GE1,26.7,2.10,0.53,10.77,2457482.9221085,185.2465,28.444139,1917070,13,60,110,r.MP9602,0,1,0,20.15335,-54.02733333,,,1116,4044,1117,4145,,
1917071o13.flt,2016 GE1,26.7,2.10,0.53,10.77,2457482.9242857,185.266,28.412722,1917071,13,60,188,i.MP9703,0,0,1,20.21236667,-54.2315,,,1120,4350,1122,4448,,
1917072o13.flt,2016 GE1,26.7,2.10,0.53,10.77,2457482.9255541,185.277333,28.3945,1917072,13,60,110,i.MP9703,0,0,1,20.24726667,-54.35083333,,,1122,4527,1122,4610,,cuts off at bottom of chip
1917123o13.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9934427,195.468917,11.137028,1917123,13,60,0,g.MP9402,1,0,0,12.76718,4.031821667,,,,,,,,
1917124o13.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9947088,195.475458,11.141667,1917124,13,60,109,g.MP9402,1,0,0,12.7697,4.029648333,,,,,,,,
1917125o13.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9976936,195.490875,11.152722,1917125,13,60,258,r.MP9602,0,1,0,12.77589667,4.024536667,,,,,,,,
1917126o13.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9989601,195.497458,11.157444,1917126,13,60,109,r.MP9602,0,1,0,12.778635,4.022375,,,,,,,,
1917127o13.flt,2016 GG1,26.6,1.61,0.36,6.21,2457483.0019389,195.512917,11.1685,1917127,13,60,257,i.MP9703,0,0,1,12.78532667,4.017305,,,,,,,,
1917128o13.flt,2016 GG1,26.6,1.61,0.36,6.21,2457483.0032037,195.519458,11.173167,1917128,13,60,109,i.MP9703,0,0,1,12.788275,4.01516,,,,,,,,
1917123o22.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9934427,195.468917,11.137028,1917123,22,60,0,g.MP9402,1,0,0,12.76718,4.031821667,,,,,,,,
1917124o22.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9947088,195.475458,11.141667,1917124,22,60,109,g.MP9402,1,0,0,12.7697,4.029648333,,,1023,4530,1023,4558,,
1917125o22.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9976936,195.490875,11.152722,1917125,22,60,258,r.MP9602,0,1,0,12.77589667,4.024536667,,,1025,4411,1024,4438,,
1917126o22.flt,2016 GG1,26.6,1.61,0.36,6.21,2457482.9989601,195.497458,11.157444,1917126,22,60,109,r.MP9602,0,1,0,12.778635,4.022375,,,1028,4363,1028,4391,,
1917127o22.flt,2016 GG1,26.6,1.61,0.36,6.21,2457483.0019389,195.512917,11.1685,1917127,22,60,257,i.MP9703,0,0,1,12.78532667,4.017305,,,1029,4251,1029,4274,,
1917128o22.flt,2016 GG1,26.6,1.61,0.36,6.21,2457483.0032037,195.519458,11.173167,1917128,22,60,109,i.MP9703,0,0,1,12.788275,4.01516,,,1028,4198,1028,4226,,
1925389o22.flt,2016 HD3,28,0.91,0.24,0.60,2457507.9852228,213.162,-7.033083,1925389,22,60,0,g.MP9402,1,0,0,-21.83116667,9.270275,,,1231,1697,1230,1738,,
1925390o22.flt,2016 HD3,28,0.91,0.24,0.60,2457507.9864887,213.151208,-7.024167,1925390,22,60,109,g.MP9402,1,0,0,-21.83683333,9.280045,,,1241,1623,1239,1664,,
1925391o22.flt,2016 HD3,28,0.91,0.24,0.60,2457507.9885997,213.133208,-7.009417,1925391,22,60,182,r.MP9602,0,1,0,-21.84583333,9.296323333,,,1258,1497,1250,1540,,
1925392o22.flt,2016 HD3,28,0.91,0.24,0.60,2457507.9898739,213.122333,-7.0005,1925392,22,60,110,r.MP9602,0,1,0,-21.851,9.306141667,,,1259,1421,1258,1465,,intersects star
1925393o22.flt,2016 HD3,28,0.91,0.24,0.60,2457507.9920499,213.103833,-6.985278,1925393,22,60,188,i.MP9703,0,0,1,-21.8595,9.322891667,,,1272,1291,1272,1333,,
1925394o22.flt,2016 HD3,28,0.91,0.24,0.60,2457507.9933165,213.093083,-6.976417,1925394,22,60,109,i.MP9703,0,0,1,-21.86416667,9.332633333,,,1285,1218,1278,1257,,
1926408o04.flt,2016 JB,27.1,0.91,0.14,9.69,2457512.8415293,216.105125,7.436778,1926408,04,60,0,g.MP9402,1,0,0,-10.62123333,45.16631667,,,1047,4285,1050,4348,,
1926409o04.flt,2016 JB,27.1,0.91,0.14,9.69,2457512.8427943,216.1,7.453833,1926409,04,60,109,g.MP9402,1,0,0,-10.6344,45.16513333,,,1043,4178,1042,4238,,
1926410o04.flt,2016 JB,27.1,0.91,0.14,9.69,2457512.8449043,216.091458,7.482472,1926410,04,60,182,r.MP9602,0,1,0,-10.6559,45.16305,,,1031,3999,1037,4059,,
1926411o04.flt,2016 JB,27.1,0.91,0.14,9.69,2457512.8461701,216.086208,7.49975,1926411,04,60,109,r.MP9602,0,1,0,-10.66853333,45.16173333,,,1026,3893,1033,3952,,
1926412o04.flt,2016 JB,27.1,0.91,0.14,9.69,2457512.8483478,216.077375,7.529306,1926412,04,60,188,i.MP9703,0,0,1,-10.68976667,45.1593,,,1019,3708,1019,3769,,
1926413o04.flt,2016 JB,27.1,0.91,0.14,9.69,2457512.8496130,216.072167,7.546472,1926413,04,60,109,i.MP9703,0,0,1,-10.70181667,45.15781667,,,1008,3600,1012,3662,,
1938057o04.flt,2016 LT1,29,1.40,0.32,4.18,2457545.8164120,237.328208,-2.421694,1938057,04,60,0,g.MP9402,1,0,0,7.86849,-6.884866667,,,1017,4312,1020,4358,,
1938058o04.flt,2016 LT1,29,1.40,0.32,4.18,2457545.8176770,237.332417,-2.4295,1938058,04,60,109,g.MP9402,1,0,0,7.863451667,-6.894716667,,,1015,4230,1016,4276,,
1938059o04.flt,2016 LT1,29,1.40,0.32,4.18,2457545.8197970,237.339417,-2.442528,1938059,04,60,183,r.MP9602,0,1,0,7.855701667,-6.911233333,,,1013,4090,1018,4137,,this might be the funniest one so far
1938060o04.flt,2016 LT1,29,1.40,0.32,4.18,2457545.8210626,237.343542,-2.450278,1938060,04,60,109,r.MP9602,0,1,0,7.85149,-6.921116667,,,1011,4007,1009,4055,,
1938061o04.flt,2016 LT1,29,1.40,0.32,4.18,2457545.8232251,237.350708,-2.463583,1938061,04,60,187,i.MP9703,0,0,1,7.845025,-6.938033333,,,1003,3866,1007,3913,,
1938062o04.flt,2016 LT1,29,1.40,0.32,4.18,2457545.8244910,237.354875,-2.471333,1938062,04,60,109,i.MP9703,0,0,1,7.841671667,-6.94795,,,1005,3784,1005,3829,,
1938231o22.flt,2016 LT1,29,1.41,0.32,4.23,2457546.8702305,253.45375,-10.468806,1938231,22,60,0,g.MP9402,1,0,0,96.10273333,-55.83466667,,,663,3910,692,4039,,intersects stars + good ex of diagonal traces
1938232o22.flt,2016 LT1,29,1.41,0.32,4.23,2457546.8714960,253.501,-10.485361,1938232,22,60,109,g.MP9402,1,0,0,96.49275,-56.04366667,,,609,3680,640,3812,,
1938233o22.flt,2016 LT1,29,1.41,0.32,4.23,2457546.8735900,253.57875,-10.512611,1938233,22,60,181,r.MP9602,0,1,0,97.1451,-56.39183333,,,512,3297,546,3428,,
1938234o22.flt,2016 LT1,29,1.41,0.32,4.23,2457546.8748585,253.625583,-10.529028,1938234,22,60,110,r.MP9602,0,1,0,97.54456667,-56.604,,,452,3062,485,3195,,
1938235o22.flt,2016 LT1,29,1.41,0.32,4.23,2457546.8770360,253.706333,-10.557333,1938235,22,60,188,i.MP9703,0,0,1,98.23791667,-56.97016667,,,337,2654,375,2787,,intersects star
1938236o22.flt,2016 LT1,29,1.41,0.32,4.23,2457546.8783014,253.753583,-10.573889,1938236,22,60,109,i.MP9703,0,0,1,98.6453,-57.18433333,,,267,2413,306,2548,,
1943986o04.flt,2016 NM15,27.5,1.23,0.17,1.91,2457577.8109498,257.285833,-13.607806,1943986,04,60,0,g.MP9402,1,0,0,12.28899,-7.189933333,,,,,,,,
1943987o04.flt,2016 NM15,27.5,1.23,0.17,1.91,2457577.8122179,257.292333,-13.616444,1943987,04,60,110,g.MP9402,1,0,0,12.28447333,-7.1854,,,,,,,,
1943988o04.flt,2016 NM15,27.5,1.23,0.17,1.91,2457577.8143121,257.303125,-13.630667,1943988,04,60,181,r.MP9602,0,1,0,12.27730167,-7.1779,,,,,,,,
1943989o04.flt,2016 NM15,27.5,1.23,0.17,1.91,2457577.8155773,257.309583,-13.639222,1943989,04,60,109,r.MP9602,0,1,0,12.27314333,-7.173366667,,,1039,4376,1042,4428,,
1943990o04.flt,2016 NM15,27.5,1.23,0.17,1.91,2457577.8177417,257.320708,-13.653917,1943990,04,60,187,i.MP9703,0,0,1,12.26633333,-7.165566667,,,1033,4214,1036,4268,,
1943991o04.flt,2016 NM15,27.5,1.23,0.17,1.91,2457577.8190074,257.327167,-13.662472,1943991,04,60,109,i.MP9703,0,0,1,12.26253,-7.161,,,1029,4118,1030,4170,,
