# jd flux flux_err
2.457336979874699842e+06 1.343779589843750000e+04 1.364100122303397313e+02
2.457337009934654925e+06 1.365477200137867658e+04 1.367431153653148215e+02
2.457337039994610008e+06 1.370613039981617658e+04 1.369713148546670141e+02
2.457337070054565091e+06 1.365315257352941080e+04 1.367531357431748802e+02
2.457337100114520174e+06 1.340715912224264684e+04 1.364547928413291231e+02
2.457337130174475256e+06 1.346020243566176578e+04 1.365616852470064373e+02
2.457337160234430339e+06 1.347540722656250000e+04 1.367137615743705510e+02
2.457337190294385422e+06 1.356442313878676578e+04 1.370457294899408396e+02
2.457337220354340505e+06 1.366405440027573422e+04 1.370291452123053375e+02
2.457337250414296053e+06 1.375192779181985497e+04 1.370569743490775068e+02
2.457337280474251136e+06 1.369364763327205947e+04 1.368096292759903179e+02
2.457337310534206219e+06 1.345882180606617658e+04 1.364517978051175646e+02
2.457337340594161302e+06 1.351315788717830947e+04 1.363365937472139535e+02
2.457337370654116385e+06 1.337367833754595631e+04 1.359466686102251458e+02
2.457337400714071468e+06 1.369004779411764684e+04 1.370693401489026542e+02
2.457337430774026550e+06 1.353190455537683738e+04 1.364695405797375827e+02
2.457337460833981633e+06 1.353512735523897209e+04 1.363408797707870406e+02
2.457337490893936716e+06 1.362322587316176578e+04 1.368037557346037545e+02
2.457337520953891799e+06 1.338831175321691262e+04 1.361333438198347210e+02
2.457337551013846882e+06 1.372613534007352791e+04 1.369761375272050543e+02
2.457337581073801965e+06 1.350473512178308738e+04 1.362919683298835878e+02
2.457337611133757047e+06 1.387551079963235316e+04 1.373472232582291213e+02
2.457337641193712130e+06 1.391890544577206128e+04 1.372770892579080453e+02
2.457337671253667213e+06 1.392230974264705765e+04 1.375643956959839898e+02
2.457337701313622296e+06 1.412562247242647209e+04 1.379929463529560394e+02
2.457337731373577844e+06 1.398909823069853155e+04 1.383097582838275912e+02
2.457337761433532927e+06 1.416937402343750000e+04 1.380584542186026624e+02
2.457337791493488010e+06 1.402868589154411711e+04 1.378908797945057927e+02
2.457337821553443093e+06 1.420074482996323604e+04 1.381907993936352739e+02
2.457337851613398176e+06 1.397840085018382342e+04 1.376926623950232056e+02
2.457337881673353259e+06 1.412061649816176759e+04 1.378897780291587196e+02
2.457337911733308341e+06 1.445593784466911529e+04 1.389438973542735027e+02
2.457337941793263424e+06 1.418286994485294053e+04 1.381395969097636680e+02
2.457337971853218507e+06 1.402189326746323604e+04 1.375699845486643369e+02
