# jd flux flux_err
2.457368842983500101e+06 2.093851221399122733e+04 1.362312448079110823e+02
2.457368843000888359e+06 2.098404476148612957e+04 1.363963650821302451e+02
2.457368843018276617e+06 2.094169673991452146e+04 1.363421119605724243e+02
2.457368843035664875e+06 2.105779507715988439e+04 1.366088050504699538e+02
2.457368843053053133e+06 2.107312302614973669e+04 1.367173760168161891e+02
2.457368843070441857e+06 2.125416997368816737e+04 1.370417764408243784e+02
2.457368843087830115e+06 2.100773772646226280e+04 1.365225546590390024e+02
2.457368843105218373e+06 2.135598176377025084e+04 1.373318665476914191e+02
2.457368843122606631e+06 2.146114163110375739e+04 1.376881064876785672e+02
2.457368843139994889e+06 2.151867082172306255e+04 1.376419164828294299e+02
2.457368843157383148e+06 2.125315536113321286e+04 1.370665602381036479e+02
2.457368843174771406e+06 2.112415968931269526e+04 1.368022123843654470e+02
2.457368843192159664e+06 2.110530560095869441e+04 1.367941722090226619e+02
2.457368843209547922e+06 2.123273266903158219e+04 1.369959863890741758e+02
2.457368843226936180e+06 2.135569221639166426e+04 1.372519702453316199e+02
2.457368843244324438e+06 2.124967241555844157e+04 1.371343729531109830e+02
2.457368843261713162e+06 2.146306339706407016e+04 1.374543033382655892e+02
2.457368843279101420e+06 2.117817231038540922e+04 1.368573097283151014e+02
2.457368843296489678e+06 2.093830157994631736e+04 1.365029472809667368e+02
2.457368843313877936e+06 2.092279474060624125e+04 1.363216976588063289e+02
2.457368843331266195e+06 2.122429118173648749e+04 1.371529475938017413e+02
2.457368843348654453e+06 2.119573286886033748e+04 1.368712661849484675e+02
2.457368843366042711e+06 2.101332714379756362e+04 1.367003983881731699e+02
2.457368843383430969e+06 2.107485765294629891e+04 1.367681552696014080e+02
2.457368843400819227e+06 2.050620926540348592e+04 1.355665717937564523e+02
2.457368843418207951e+06 2.108842060163307542e+04 1.367307526444631947e+02
2.457368843435596209e+06 2.121827833887241286e+04 1.371124317855511663e+02
2.457368843452984467e+06 2.158735301497042019e+04 1.378245259801310283e+02
2.457368843470372725e+06 2.130173636307961351e+04 1.372527145444399537e+02
2.457368843487760983e+06 2.192277204797866580e+04 1.385930897683905982e+02
2.457368843505149242e+06 2.185002421655378930e+04 1.384987031830028172e+02
2.457368843522537500e+06 2.155939533195697732e+04 1.378295017603909685e+02
2.457368843539925758e+06 2.125606705801341013e+04 1.372595498869457060e+02
2.457368843557314016e+06 2.121776128862329642e+04 1.371326731717383041e+02
2.457368843574702274e+06 2.130161805796152112e+04 1.372707317581740654e+02
2.457368843592090532e+06 2.154644594230080838e+04 1.378711298612763017e+02
2.457368843609479256e+06 2.125696536652178474e+04 1.371045096874520937e+02
2.457368843626867514e+06 2.093339016842529600e+04 1.364259897111272721e+02
2.457368843644255772e+06 2.096289339801059032e+04 1.364058069154677639e+02
2.457368843661644030e+06 2.102207680863594578e+04 1.365271541103581114e+02
2.457368843679032288e+06 2.108439667229442057e+04 1.367949487903047441e+02
