# jd flux flux_err
2.457429884402699769e+06 6.323537415994629555e+03 2.663303784582965932e+02
2.457429884410255123e+06 6.159721484975038038e+03 2.660200064360128067e+02
2.457429884417810012e+06 5.616677722374231962e+03 2.658712331329151652e+02
2.457429884425365366e+06 6.079871348166270764e+03 2.654492356533627913e+02
2.457429884432920720e+06 7.129215087365599175e+03 2.667383013548215445e+02
2.457429884440476075e+06 5.954599534370208858e+03 2.655690690054713059e+02
2.457429884448030964e+06 6.405797613647271646e+03 2.660241350901431474e+02
2.457429884455586318e+06 6.601476456893236900e+03 2.660259792480247256e+02
2.457429884463141672e+06 6.530845739727337786e+03 2.659907260163434444e+02
2.457429884470697027e+06 5.674015343581981142e+03 2.646753582591582017e+02
2.457429884478251915e+06 7.365996202957016067e+03 2.668370331724646007e+02
2.457429884485807270e+06 6.326659651617701456e+03 2.657924651654130344e+02
2.457429884493362624e+06 6.360652146337364684e+03 2.659297231862879016e+02
2.457429884500917513e+06 6.223765872815878538e+03 2.661359631359498508e+02
2.457429884508472867e+06 5.551094783266118611e+03 2.650756964472700474e+02
2.457429884516028222e+06 7.755236562139973103e+03 2.672876712633708962e+02
2.457429884523583576e+06 6.648944219830074871e+03 2.664752759116344691e+02
2.457429884531138465e+06 6.800950574236739158e+03 2.665520970641879330e+02
2.457429884538693819e+06 6.751481057387681176e+03 2.660849536962190882e+02
2.457429884546249174e+06 7.273408439540123254e+03 2.668880880361506911e+02
2.457429884553804528e+06 6.826693365975435881e+03 2.661338674306333587e+02
2.457429884561359417e+06 6.063537929627513222e+03 2.656196833957502008e+02
2.457429884568914771e+06 6.324815609999021945e+03 2.660377320097327924e+02
2.457429884576470125e+06 6.281220842933951644e+03 2.656560272319127307e+02
2.457429884584025014e+06 6.515233416138647044e+03 2.661745679690956194e+02
2.457429884591580369e+06 6.303712265384966486e+03 2.654596412735121476e+02
2.457429884599135723e+06 6.227369590653805062e+03 2.655504028299151287e+02
2.457429884606691077e+06 6.950718190164174302e+03 2.664667108893686418e+02
2.457429884614245966e+06 6.651343497383809336e+03 2.663911271236802918e+02
2.457429884621801320e+06 6.288156815836227906e+03 2.662699347898130213e+02
2.457429884629356675e+06 6.647384254392265575e+03 2.658182856148282553e+02
2.457429884636912029e+06 6.373781168994827567e+03 2.659377260411033603e+02
2.457429884644466918e+06 7.052938063436042285e+03 2.668629469642975209e+02
2.457429884652022272e+06 6.087887448996771127e+03 2.657692825781670081e+02
2.457429884659577627e+06 5.975299513968886458e+03 2.656128565664312760e+02
2.457429884667132515e+06 6.505618264568918676e+03 2.658772800347524026e+02
2.457429884674687870e+06 7.414893161362364481e+03 2.667917981827017684e+02
2.457429884682243224e+06 6.399974975398421520e+03 2.662534297140664989e+02
2.457429884689798579e+06 6.104672495439698650e+03 2.662114593209232680e+02
2.457429884697353467e+06 7.014975664242489984e+03 2.665723297143117634e+02
2.457429884704908822e+06 6.780214810147889693e+03 2.666805580937034961e+02
2.457429884712464176e+06 6.328387929627475387e+03 2.662294815680444913e+02
2.457429884720019531e+06 6.890249289554515599e+03 2.666297408136916829e+02
2.457429884727574419e+06 6.661709175787291315e+03 2.665997750389747125e+02
2.457429884735129774e+06 6.577487397993463674e+03 2.682610827311416415e+02
2.457429884742685128e+06 3.002445055083516763e+03 2.696165570123051793e+02
2.457429884750240482e+06 2.901183392137107148e+03 2.699003727803050197e+02
2.457429884757795371e+06 1.933419707661276561e+03 2.711156395441810787e+02
2.457429884765350726e+06 2.879547058611758985e+03 2.704595488973637316e+02
2.457429884772906080e+06 3.493829938316077460e+03 2.704412576892153766e+02
2.457429884780460969e+06 1.699939522729444434e+03 2.705844293687995901e+02
2.457429884788016323e+06 2.310664549131135573e+03 2.704742969052500143e+02
2.457429884795571677e+06 3.437457232862914680e+03 2.700710950559542880e+02
2.457429884803127032e+06 1.932678120799741009e+03 2.702837242578385144e+02
2.457429884810681920e+06 2.590485732286877465e+03 2.704988396983204098e+02
2.457429884818237275e+06 4.172800487231208535e+03 2.693556765222812714e+02
2.457429884825792629e+06 8.160817218701988168e+03 2.656916494559583271e+02
2.457429884833347984e+06 7.821110847494215705e+03 2.665116456147129611e+02
2.457429884840902872e+06 5.864144089621739113e+03 2.665361788623688994e+02
2.457429884848458227e+06 2.368192985551075253e+03 2.655566308826586237e+02
2.457429884856013581e+06 -7.025924364259291906e+03 2.587913858138896899e+02
2.457429884863568470e+06 -8.646874962497575325e+03 2.584478330423680745e+02
2.457429884871123824e+06 -8.294392892245145049e+03 2.576626737539599503e+02
2.457429884878679179e+06 -3.842256528117773996e+03 2.594971761892002746e+02
2.457429884886234533e+06 3.415841027625792776e+03 2.627084308099935015e+02
2.457429884893789422e+06 3.460751430791540770e+03 2.620066839436826172e+02
