5.745938450659999944e+04 7.828693121913583127e+03 8.529397775914394231e+01
5.745938451133151102e+04 8.004045445761199517e+03 8.586113616483184785e+01
5.745938451606302260e+04 7.999479673181926046e+03 8.587627801402408068e+01
5.745938452079454146e+04 7.842212503839191413e+03 8.530596966484282007e+01
5.745938452552605304e+04 7.860519833728072626e+03 8.539477417367196210e+01
5.745938453025756462e+04 7.918236993425496621e+03 8.566349695147248156e+01
5.745938453498907620e+04 7.972479466995955590e+03 8.580992778597266124e+01
5.745938453972058778e+04 7.941643539913415225e+03 8.572623627534106561e+01
5.745938454445210664e+04 7.828775787540934289e+03 8.530216725015598911e+01
5.745938454918361822e+04 7.872890661071904105e+03 8.546028785418782547e+01
5.745938455391512980e+04 7.914181573243145976e+03 8.561861595711469874e+01
5.745938455864664138e+04 7.824211886725955992e+03 8.531477667475290616e+01
5.745938456337815296e+04 7.961211023644617853e+03 8.582933251026409494e+01
5.745938456810966454e+04 8.102455758707146742e+03 8.622386274622625990e+01
5.745938457284118340e+04 7.992819112953906370e+03 8.592277419593673926e+01
5.745938457757269498e+04 8.056153652356217208e+03 8.599545765866378133e+01
5.745938458230420656e+04 8.171820173824629819e+03 8.646841582204085341e+01
5.745938458703571814e+04 8.354501688476333584e+03 8.725310195816429371e+01
5.745938459176722972e+04 8.548722754515676570e+03 8.787717900242490998e+01
5.745938459649874858e+04 8.614698771698562268e+03 8.815611513323329973e+01
5.745938460123026016e+04 8.506141668080737873e+03 8.774423825252047493e+01
5.745938460596177174e+04 8.575172467432528720e+03 8.797209465040710086e+01
5.745938461069328332e+04 8.575256459343674578e+03 8.797376899686304341e+01
5.745938461542479490e+04 8.580910814427612422e+03 8.806841337925399671e+01
5.745938462015631376e+04 8.668514703956401718e+03 8.830939690560498434e+01
5.745938462488782534e+04 8.478569828845666052e+03 8.760080364928205654e+01
5.745938462961933692e+04 8.498144103362672467e+03 8.772886921557309847e+01
5.745938463435084850e+04 8.434848642686118183e+03 8.750020734510378873e+01
5.745938463908236008e+04 8.511271520296679228e+03 8.776235995043467142e+01
5.745938464381387894e+04 8.527447598738615852e+03 8.783532068464009512e+01
5.745938464854539052e+04 8.556986944340231275e+03 8.786174966075719794e+01
5.745938465327690210e+04 8.477386129548247482e+03 8.752618203463423185e+01
5.745938465800841368e+04 8.587978272993386781e+03 8.804092322902721435e+01
5.745938466273992526e+04 8.566469682618819206e+03 8.787031660636235131e+01
5.745938466747143684e+04 8.598412439457750224e+03 8.798866556019871155e+01
5.745938467220295570e+04 8.517039522272987597e+03 8.768983594412038940e+01
5.745938467693446728e+04 8.600668943946595391e+03 8.802775607993565643e+01
5.745938468166597886e+04 8.645430951596667001e+03 8.820893606702458101e+01
5.745938468639749044e+04 8.544525629422612838e+03 8.784616370688830500e+01
5.745938469112900202e+04 8.402729789981389331e+03 8.739116183956382145e+01
5.745938469586052088e+04 8.426881861312769615e+03 8.737752283014825139e+01
5.745938470059203246e+04 8.427083871007325797e+03 8.742922137050666720e+01
5.745938470532354404e+04 8.430191209343818628e+03 8.740815956640901163e+01
5.745938471005505562e+04 8.493056876071155784e+03 8.757529936721842034e+01
5.745938471478656720e+04 8.390228738028654334e+03 8.723317602342400789e+01
5.745938471951808606e+04 8.314835746762029885e+03 8.699113838189742864e+01
5.745938472424959764e+04 8.382183073438172869e+03 8.712750098811714849e+01
5.745938472898110922e+04 8.432280413410357141e+03 8.732022763367898222e+01
5.745938473371262080e+04 8.447372769277297266e+03 8.751960205313612562e+01
5.745938473844413238e+04 8.571862775786754355e+03 8.781647793530162005e+01
5.745938474317565124e+04 8.451962767852657635e+03 8.741482317649757761e+01
5.745938474790716282e+04 8.469153785061776944e+03 8.749147367962483202e+01
5.745938475263867440e+04 8.668640305306164009e+03 8.825989548066596058e+01
5.745938475737018598e+04 8.625583432655845172e+03 8.805236612216094727e+01
5.745938476210169756e+04 8.448109119458013083e+03 8.749498721932154410e+01
5.745938476683320914e+04 8.393580432813449079e+03 8.725641741880801305e+01
5.745938477156472800e+04 8.512174296938304906e+03 8.769842446330031294e+01
5.745938477629623958e+04 8.556425065398983861e+03 8.790184048607440559e+01
5.745938478102775116e+04 8.446235324684170337e+03 8.734647236639005996e+01
5.745938478575926274e+04 8.502070145821004189e+03 8.757444184955478761e+01
5.745938479049077432e+04 8.626530699407519933e+03 8.806939920973377411e+01
5.745938479522229318e+04 8.712530161200253133e+03 8.836188410651182323e+01
5.745938479995380476e+04 8.509159852787097407e+03 8.767027649849285353e+01
5.745938480468531634e+04 8.418124318329106245e+03 8.736423176947256763e+01
5.745938480941682792e+04 8.440077409992803950e+03 8.737463871391301495e+01
5.745938481414833950e+04 8.471076474889800011e+03 8.750178713453114199e+01
5.745938481887985836e+04 8.537112248651861591e+03 8.772653908906880815e+01
5.745938482361136994e+04 8.516038250061817962e+03 8.764264547279509543e+01
5.745938482834288152e+04 8.417564492219937165e+03 8.728160109989413229e+01
5.745938483307439310e+04 8.306775572688075044e+03 8.684665469293287288e+01
5.745938483780590468e+04 8.497545047076389892e+03 8.758645156306401702e+01
5.745938484253742354e+04 8.403048942639105007e+03 8.729644680025199932e+01
5.745938484726893512e+04 8.504096110634456636e+03 8.759257394683089615e+01
5.745938485200044670e+04 8.452236357197161851e+03 8.736964173944404877e+01
5.745938485673195828e+04 8.437520969237950339e+03 8.730808725288115113e+01
5.745938486146346986e+04 8.511738899752877842e+03 8.760337083427408800e+01
5.745938486619498144e+04 8.554910337164081284e+03 8.782882652390274814e+01
5.745938487092650030e+04 8.483414390641302816e+03 8.755975061627728451e+01
5.745938487565801188e+04 8.407661888200058456e+03 8.718439353714980200e+01
5.745938488038952346e+04 8.464007723303366220e+03 8.742295608962334086e+01
5.745938488512103504e+04 8.486881410504664018e+03 8.753088539148268410e+01
5.745938488985254662e+04 8.508203881872324928e+03 8.754947329828999614e+01
5.745938489458406548e+04 8.410053415920790940e+03 8.721697333166444821e+01
5.745938489931557706e+04 8.426015779817949806e+03 8.726043167247618726e+01
5.745938490404708864e+04 8.539485455191348592e+03 8.776834717368490146e+01
5.745938490877860022e+04 8.518812087473534120e+03 8.768724327547587905e+01
5.745938491351011180e+04 8.527994403538737970e+03 8.764018375677073891e+01
5.745938491824163066e+04 8.441279568702968390e+03 8.732689601121302303e+01
5.745938492297314224e+04 8.429780018029907296e+03 8.732125930553453941e+01
5.745938492770465382e+04 8.411582918091886313e+03 8.719173027723036284e+01
5.745938493243616540e+04 8.450448773999663899e+03 8.734152797083216058e+01
5.745938493716767698e+04 8.342132606871713506e+03 8.700821700345034060e+01
5.745938494189919584e+04 8.434799470274168925e+03 8.737047682379625257e+01
5.745938494663070742e+04 8.611480806426914569e+03 8.799123513635636584e+01
5.745938495136221900e+04 8.529973344155390805e+03 8.765151647877814867e+01
5.745938495609373058e+04 8.536121190238256531e+03 8.763629089485687018e+01
5.745938496082524216e+04 8.604339825388628014e+03 8.785670484012480586e+01
5.745938496555675374e+04 8.589535092404967145e+03 8.787463901134997002e+01
5.745938497028827260e+04 8.577108332303392672e+03 8.784621855756026321e+01
5.745938497501978418e+04 8.516249469295597009e+03 8.772804005366022295e+01
5.745938497975129576e+04 8.556852505477443628e+03 8.777739753339312756e+01
5.745938498448280734e+04 8.330698427640661976e+03 8.702794016991852288e+01
5.745938498921431892e+04 8.544345504591587087e+03 8.768472706465497879e+01
5.745938499394583778e+04 8.459805335937138807e+03 8.744537358481279909e+01
5.745938499867734936e+04 8.457918677715771992e+03 8.747981164589629088e+01
5.745938500340886094e+04 8.488093159976320749e+03 8.760854187838658902e+01
5.745938500814037252e+04 8.529719982063415955e+03 8.773084738091425550e+01
5.745938501287188410e+04 8.436475186026678784e+03 8.739343458405173237e+01
5.745938501760340296e+04 8.488241583956403701e+03 8.757124527446620732e+01
