# jd flux flux_err
2.457340033123299945e+06 9.390148872577847214e+03 2.278506934388576326e+02
2.457340068574157543e+06 1.042347651909722481e+04 2.291951731138189245e+02
2.457340104025015142e+06 9.408521435021837533e+03 2.276910491699644012e+02
2.457340139475872740e+06 9.298369406992045697e+03 2.280016446444656424e+02
2.457340174926729873e+06 1.032289815258176532e+04 2.294699595480533105e+02
2.457340210377587471e+06 9.670835064544131455e+03 2.283686691455247626e+02
2.457340245828445069e+06 9.976035262306788354e+03 2.287830211270564860e+02
2.457340281279302668e+06 8.995043233016913291e+03 2.274256115991394722e+02
2.457340316730160266e+06 1.122237036535338120e+04 2.306605885448042841e+02
2.457340352181017864e+06 9.548109263692880631e+03 2.288726534390872587e+02
2.457340387631875463e+06 9.001853123599903483e+03 2.293421536495825706e+02
2.457340423082732596e+06 8.701661047057015821e+03 2.291325634567191116e+02
2.457340458533590194e+06 8.995388044284838543e+03 2.299145936102552810e+02
2.457340493984447792e+06 9.354289001946126518e+03 2.300473630767229167e+02
2.457340529435305391e+06 9.823051910422269430e+03 2.306430851936177362e+02
2.457340564886162989e+06 8.303338293150758545e+03 2.285413741233890903e+02
2.457340600337020587e+06 8.026870475610456197e+03 2.285691509508742740e+02
2.457340635787878186e+06 8.452301154373861209e+03 2.287803002050220869e+02
2.457340671238735784e+06 8.788556340305760386e+03 2.287203295116943877e+02
2.457340706689592917e+06 9.195407973160297843e+03 2.291213830102069551e+02
2.457340742140450515e+06 8.468971754242280440e+03 2.281713709390014344e+02
2.457340777591308113e+06 8.693474809237777663e+03 2.286424513162705239e+02
2.457340813042165712e+06 8.067352762376773171e+03 2.277253361478804266e+02
2.457340848493023310e+06 9.058109544060833286e+03 2.289416751246521358e+02
2.457340883943880908e+06 8.775479843960027210e+03 2.288337512406068299e+02
2.457340919394738507e+06 8.992696838597657916e+03 2.285456946486585537e+02
2.457340954845595639e+06 9.292594643257143616e+03 2.290736932044082437e+02
2.457340990296453238e+06 9.625078196054564614e+03 2.297028422504853040e+02
2.457341025747310836e+06 7.965837139126917464e+03 2.277051113367153050e+02
2.457341061198168434e+06 8.826549619875659118e+03 2.287352508636484743e+02
2.457341096649026033e+06 7.682875177811372851e+03 2.272734198617336858e+02
2.457341132099883631e+06 7.597196759492617275e+03 2.271004212412934748e+02
2.457341167550741229e+06 9.194526131622442335e+03 2.294947971438512297e+02
2.457341203001598828e+06 1.162978233226927841e+04 2.326406710385536485e+02
2.457341238452455960e+06 1.128515204063053534e+04 2.325859816081786846e+02
2.457341273903313559e+06 1.019591183320734854e+04 2.314114235923995011e+02
2.457341309354171157e+06 1.097302498564909911e+04 2.316655629026035683e+02
2.457341344805028755e+06 9.499085029541829499e+03 2.303240308228434401e+02
2.457341380255886354e+06 1.114888186568942183e+04 2.324002817832048891e+02
2.457341415706743952e+06 1.004862223307294335e+04 2.315556416374321032e+02
2.457341451157601550e+06 1.144576920467911259e+04 2.329228473404762667e+02
2.457341486608458683e+06 1.005641778393818822e+04 2.312921613778724748e+02
2.457341522059316281e+06 1.036742143572182977e+04 2.319047963916920594e+02
2.457341557510173880e+06 9.654149051089283603e+03 2.309336700951108128e+02
2.457341592961031478e+06 4.874277087533620943e+03 2.236615705837503469e+02
